%eval_id interface log__t_efold_soil log__t_efold_karst log__t_efold_deep f_exfiltration_soil f_exfiltration_karst PDD_melt_factor log__H0_pdm_soil log__fdd_threshold snow_insulation_k neg_kge        
395      I1         1.745061728    2.512345679    4.990740741    0.5483950617   0.330617284    3.338888889    2.709876543    2.981481481    0.0009259259259 0.1705158794   
396      I1         1.745061728    2.512345679    4.990740741    0.5483950617   0.330617284    3.338888889    2.959876543    2.681481481    0.0009259259259 0.1785380795   
397      I1         1.830061728    2.512345679    4.990740741    0.5483950617   0.330617284    3.338888889    2.959876543    2.981481481    0.0009259259259 0.1426254635   
398      I1         1.745061728    2.612345679    4.990740741    0.5483950617   0.330617284    3.338888889    2.959876543    2.981481481    0.0009259259259 0.1442712678   
399      I1         1.745061728    2.512345679    4.990740741    0.5973950617   0.330617284    3.338888889    2.959876543    2.981481481    0.0009259259259 0.1559067842   
400      I1         1.745061728    2.512345679    4.990740741    0.5483950617   0.379617284    3.338888889    2.959876543    2.981481481    0.0009259259259 0.1508321405   
401      I1         1.745061728    2.512345679    4.990740741    0.5483950617   0.330617284    3.833888889    2.959876543    2.981481481    0.0009259259259 0.1421888219   
402      I1         1.745061728    2.512345679    4.990740741    0.5483950617   0.330617284    3.338888889    3.084876543    2.981481481    0.0009259259259 0.1433616      
403      I1         1.745061728    2.512345679    4.990740741    0.5483950617   0.330617284    3.338888889    2.959876543    2.981481481    0.008425925926 0.1556245801   
404      I1         1.660061728    2.512345679    4.990740741    0.5483950617   0.330617284    3.338888889    2.959876543    2.981481481    0.0009259259259 0.1527060081   
405      I1         1.745061728    2.512345679    4.915740741    0.5483950617   0.330617284    3.338888889    2.959876543    2.981481481    0.0009259259259 0.1515325792   
406      I1         1.745061728    2.512345679    4.990740741    0.4993950617   0.330617284    3.338888889    2.959876543    2.981481481    0.0009259259259 0.1458236119   
407      I1         1.745061728    2.512345679    4.990740741    0.5483950617   0.281617284    3.338888889    2.959876543    2.981481481    0.0009259259259 0.1455943326   
408      I1         1.745061728    2.512345679    4.990740741    0.5483950617   0.330617284    2.843888889    2.959876543    2.981481481    0.0009259259259 0.1480939007   
409      I1         1.745061728    2.512345679    4.990740741    0.5483950617   0.330617284    3.338888889    2.834876543    2.981481481    0.0009259259259 0.1515245146   
410      I1         1.745061728    2.512345679    4.990740741    0.5483950617   0.330617284    3.338888889    2.959876543    2.831481481    0.0009259259259 0.1531549877   
411      I1         1.787561728    2.512345679    4.990740741    0.5483950617   0.330617284    3.338888889    2.959876543    2.981481481    0.0009259259259 0.1425590196   
412      I1         1.745061728    2.562345679    4.990740741    0.5483950617   0.330617284    3.338888889    2.959876543    2.981481481    0.0009259259259 0.1441691773   
413      I1         1.745061728    2.512345679    4.990740741    0.5728950617   0.330617284    3.338888889    2.959876543    2.981481481    0.0009259259259 0.1483713459   
414      I1         1.745061728    2.512345679    4.990740741    0.5483950617   0.355117284    3.338888889    2.959876543    2.981481481    0.0009259259259 0.1465503615   
415      I1         1.745061728    2.512345679    4.990740741    0.5483950617   0.330617284    3.586388889    2.959876543    2.981481481    0.0009259259259 0.1429109214   
416      I1         1.745061728    2.512345679    4.990740741    0.5483950617   0.330617284    3.338888889    3.022376543    2.981481481    0.0009259259259 0.1431721757   
417      I1         1.745061728    2.512345679    4.990740741    0.5483950617   0.330617284    3.338888889    2.959876543    2.981481481    0.004675925926 0.1557051211   
418      I1         1.702561728    2.512345679    4.990740741    0.5483950617   0.330617284    3.338888889    2.959876543    2.981481481    0.0009259259259 0.1474392016   
419      I1         1.745061728    2.512345679    4.953240741    0.5483950617   0.330617284    3.338888889    2.959876543    2.981481481    0.0009259259259 0.1466979704   
420      I1         1.745061728    2.512345679    4.990740741    0.5238950617   0.330617284    3.338888889    2.959876543    2.981481481    0.0009259259259 0.1432787268   
421      I1         1.745061728    2.512345679    4.990740741    0.5483950617   0.306117284    3.338888889    2.959876543    2.981481481    0.0009259259259 0.1437487735   
422      I1         1.745061728    2.512345679    4.990740741    0.5483950617   0.330617284    3.091388889    2.959876543    2.981481481    0.0009259259259 0.1457690303   
423      I1         1.745061728    2.512345679    4.990740741    0.5483950617   0.330617284    3.338888889    2.897376543    2.981481481    0.0009259259259 0.1466904791   
424      I1         1.745061728    2.512345679    4.990740741    0.5483950617   0.330617284    3.338888889    2.959876543    2.906481481    0.0009259259259 0.1462395249   
425      I1         1.787561728    2.562345679    4.990740741    0.5483950617   0.330617284    3.338888889    2.959876543    2.981481481    0.0009259259259 0.1426726077   
426      I1         1.787561728    2.512345679    4.990740741    0.5728950617   0.330617284    3.338888889    2.959876543    2.981481481    0.0009259259259 0.1449827094   
427      I1         1.787561728    2.512345679    4.990740741    0.5483950617   0.355117284    3.338888889    2.959876543    2.981481481    0.0009259259259 0.1449394075   
428      I1         1.787561728    2.512345679    4.990740741    0.5483950617   0.330617284    3.586388889    2.959876543    2.981481481    0.0009259259259 0.1416219535   
429      I1         1.787561728    2.512345679    4.990740741    0.5483950617   0.330617284    3.338888889    3.022376543    2.981481481    0.0009259259259 0.1427713047   
430      I1         1.787561728    2.512345679    4.990740741    0.5483950617   0.330617284    3.338888889    2.959876543    2.981481481    0.004675925926 0.1592673496   
431      I1         1.787561728    2.512345679    4.953240741    0.5483950617   0.330617284    3.338888889    2.959876543    2.981481481    0.0009259259259 0.145194903    
432      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.330617284    3.338888889    2.959876543    2.981481481    0.0009259259259 0.1434061976   
433      I1         1.787561728    2.512345679    4.990740741    0.5483950617   0.306117284    3.338888889    2.959876543    2.981481481    0.0009259259259 0.142236624    
434      I1         1.787561728    2.512345679    4.990740741    0.5483950617   0.330617284    3.091388889    2.959876543    2.981481481    0.0009259259259 0.1438922995   
435      I1         1.787561728    2.512345679    4.990740741    0.5483950617   0.330617284    3.338888889    2.897376543    2.981481481    0.0009259259259 0.1439536843   
436      I1         1.787561728    2.512345679    4.990740741    0.5483950617   0.330617284    3.338888889    2.959876543    2.906481481    0.0009259259259 0.1422875227   
437      I1         1.830061728    2.512345679    4.990740741    0.5483950617   0.330617284    3.586388889    2.959876543    2.981481481    0.0009259259259 0.1419338251   
438      I1         1.787561728    2.562345679    4.990740741    0.5483950617   0.330617284    3.586388889    2.959876543    2.981481481    0.0009259259259 0.1417662837   
439      I1         1.787561728    2.512345679    4.990740741    0.5728950617   0.330617284    3.586388889    2.959876543    2.981481481    0.0009259259259 0.1438225472   
440      I1         1.787561728    2.512345679    4.990740741    0.5483950617   0.355117284    3.586388889    2.959876543    2.981481481    0.0009259259259 0.1441906143   
441      I1         1.787561728    2.512345679    4.990740741    0.5483950617   0.330617284    3.833888889    2.959876543    2.981481481    0.0009259259259 0.1411020778   
442      I1         1.787561728    2.512345679    4.990740741    0.5483950617   0.330617284    3.586388889    3.022376543    2.981481481    0.0009259259259 0.1419580267   
443      I1         1.787561728    2.512345679    4.990740741    0.5483950617   0.330617284    3.586388889    2.959876543    2.981481481    0.004675925926 0.1597802778   
444      I1         1.787561728    2.512345679    4.953240741    0.5483950617   0.330617284    3.586388889    2.959876543    2.981481481    0.0009259259259 0.1444631003   
445      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.330617284    3.586388889    2.959876543    2.981481481    0.0009259259259 0.1426948198   
446      I1         1.787561728    2.512345679    4.990740741    0.5483950617   0.306117284    3.586388889    2.959876543    2.981481481    0.0009259259259 0.1410944098   
447      I1         1.787561728    2.512345679    4.990740741    0.5483950617   0.330617284    3.586388889    2.897376543    2.981481481    0.0009259259259 0.1428715597   
448      I1         1.787561728    2.512345679    4.990740741    0.5483950617   0.330617284    3.586388889    2.959876543    2.906481481    0.0009259259259 0.1407284678   
449      I1         1.830061728    2.512345679    4.990740741    0.5483950617   0.330617284    3.586388889    2.959876543    2.906481481    0.0009259259259 0.138928306    
450      I1         1.787561728    2.562345679    4.990740741    0.5483950617   0.330617284    3.586388889    2.959876543    2.906481481    0.0009259259259 0.1406523448   
451      I1         1.787561728    2.512345679    4.990740741    0.5728950617   0.330617284    3.586388889    2.959876543    2.906481481    0.0009259259259 0.14624974     
452      I1         1.787561728    2.512345679    4.990740741    0.5483950617   0.355117284    3.586388889    2.959876543    2.906481481    0.0009259259259 0.1431434249   
453      I1         1.787561728    2.512345679    4.990740741    0.5483950617   0.330617284    3.833888889    2.959876543    2.906481481    0.0009259259259 0.1397221632   
454      I1         1.787561728    2.512345679    4.990740741    0.5483950617   0.330617284    3.586388889    3.022376543    2.906481481    0.0009259259259 0.1389510194   
455      I1         1.787561728    2.512345679    4.990740741    0.5483950617   0.330617284    3.586388889    2.959876543    2.906481481    0.004675925926 0.1475841629   
456      I1         1.745061728    2.512345679    4.990740741    0.5483950617   0.330617284    3.586388889    2.959876543    2.906481481    0.0009259259259 0.1443835328   
457      I1         1.787561728    2.512345679    4.953240741    0.5483950617   0.330617284    3.586388889    2.959876543    2.906481481    0.0009259259259 0.1431000503   
458      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.330617284    3.586388889    2.959876543    2.906481481    0.0009259259259 0.138137902    
459      I1         1.787561728    2.512345679    4.990740741    0.5483950617   0.306117284    3.586388889    2.959876543    2.906481481    0.0009259259259 0.1401925584   
460      I1         1.787561728    2.512345679    4.990740741    0.5483950617   0.330617284    3.586388889    2.897376543    2.906481481    0.0009259259259 0.1443258516   
461      I1         1.787561728    2.512345679    4.990740741    0.5483950617   0.330617284    3.586388889    2.959876543    2.831481481    0.0009259259259 0.1464598056   
462      I1         1.830061728    2.512345679    4.990740741    0.5238950617   0.330617284    3.586388889    2.959876543    2.906481481    0.0009259259259 0.1379722249   
463      I1         1.787561728    2.562345679    4.990740741    0.5238950617   0.330617284    3.586388889    2.959876543    2.906481481    0.0009259259259 0.1382351932   
464      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.355117284    3.586388889    2.959876543    2.906481481    0.0009259259259 0.140630467    
465      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.330617284    3.833888889    2.959876543    2.906481481    0.0009259259259 0.1373688863   
466      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.330617284    3.586388889    3.022376543    2.906481481    0.0009259259259 0.1379605585   
467      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.330617284    3.586388889    2.959876543    2.906481481    0.004675925926 0.1523296381   
468      I1         1.745061728    2.512345679    4.990740741    0.5238950617   0.330617284    3.586388889    2.959876543    2.906481481    0.0009259259259 0.1400291032   
469      I1         1.787561728    2.512345679    4.953240741    0.5238950617   0.330617284    3.586388889    2.959876543    2.906481481    0.0009259259259 0.1407426107   
470      I1         1.787561728    2.512345679    4.990740741    0.4993950617   0.330617284    3.586388889    2.959876543    2.906481481    0.0009259259259 0.1385235429   
471      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.306117284    3.586388889    2.959876543    2.906481481    0.0009259259259 0.1377273263   
472      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.330617284    3.338888889    2.959876543    2.906481481    0.0009259259259 0.1394809147   
473      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.330617284    3.586388889    2.897376543    2.906481481    0.0009259259259 0.1400109439   
474      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.330617284    3.586388889    2.959876543    2.831481481    0.0009259259259 0.1425848438   
475      I1         1.872561728    2.512345679    4.990740741    0.5238950617   0.330617284    3.833888889    2.959876543    2.906481481    0.0009259259259 0.1390526437   
476      I1         1.787561728    2.612345679    4.990740741    0.5238950617   0.330617284    3.833888889    2.959876543    2.906481481    0.0009259259259 0.1376613033   
477      I1         1.787561728    2.512345679    4.990740741    0.5728950617   0.330617284    3.833888889    2.959876543    2.906481481    0.0009259259259 0.1450333325   
478      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.379617284    3.833888889    2.959876543    2.906481481    0.0009259259259 0.1445138967   
479      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.330617284    4.328888889    2.959876543    2.906481481    0.0009259259259 0.1367929662   
480      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.330617284    3.833888889    3.084876543    2.906481481    0.0009259259259 0.1384062909   
481      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.330617284    3.833888889    2.959876543    2.906481481    0.008425925926 0.1706667351   
482      I1         1.702561728    2.512345679    4.990740741    0.5238950617   0.330617284    3.833888889    2.959876543    2.906481481    0.0009259259259 0.1424474932   
483      I1         1.787561728    2.512345679    4.915740741    0.5238950617   0.330617284    3.833888889    2.959876543    2.906481481    0.0009259259259 0.1452129799   
484      I1         1.787561728    2.512345679    4.990740741    0.4748950617   0.330617284    3.833888889    2.959876543    2.906481481    0.0009259259259 0.1414771543   
485      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.281617284    3.833888889    2.959876543    2.906481481    0.0009259259259 0.1383726418   
486      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.330617284    3.833888889    2.834876543    2.906481481    0.0009259259259 0.143168389    
487      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.330617284    3.833888889    2.959876543    2.756481481    0.0009259259259 0.1480701851   
488      I1         1.830061728    2.512345679    4.990740741    0.5238950617   0.330617284    3.833888889    2.959876543    2.906481481    0.0009259259259 0.1374825252   
489      I1         1.787561728    2.562345679    4.990740741    0.5238950617   0.330617284    3.833888889    2.959876543    2.906481481    0.0009259259259 0.1374960104   
490      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.355117284    3.833888889    2.959876543    2.906481481    0.0009259259259 0.1400386662   
491      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.330617284    4.081388889    2.959876543    2.906481481    0.0009259259259 0.1369470658   
492      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.330617284    3.833888889    3.022376543    2.906481481    0.0009259259259 0.1373442671   
493      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.330617284    3.833888889    2.959876543    2.981481481    0.0009259259259 0.1423538996   
494      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.330617284    3.833888889    2.959876543    2.906481481    0.004675925926 0.1540078047   
495      I1         1.745061728    2.512345679    4.990740741    0.5238950617   0.330617284    3.833888889    2.959876543    2.906481481    0.0009259259259 0.1389730782   
496      I1         1.787561728    2.512345679    4.953240741    0.5238950617   0.330617284    3.833888889    2.959876543    2.906481481    0.0009259259259 0.1401658146   
497      I1         1.787561728    2.512345679    4.990740741    0.4993950617   0.330617284    3.833888889    2.959876543    2.906481481    0.0009259259259 0.1379994578   
498      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.306117284    3.833888889    2.959876543    2.906481481    0.0009259259259 0.1367626656   
499      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.330617284    3.833888889    2.897376543    2.906481481    0.0009259259259 0.1390703333   
500      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.330617284    3.833888889    2.959876543    2.831481481    0.0009259259259 0.1415947162   
501      I1         1.808811728    2.512345679    4.990740741    0.5238950617   0.330617284    3.833888889    2.959876543    2.906481481    0.0009259259259 0.1372255784   
502      I1         1.787561728    2.537345679    4.990740741    0.5238950617   0.330617284    3.833888889    2.959876543    2.906481481    0.0009259259259 0.1374273962   
503      I1         1.787561728    2.512345679    4.990740741    0.5361450617   0.330617284    3.833888889    2.959876543    2.906481481    0.0009259259259 0.1381700588   
504      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.342867284    3.833888889    2.959876543    2.906481481    0.0009259259259 0.1384601472   
505      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.330617284    3.957638889    2.959876543    2.906481481    0.0009259259259 0.1371426782   
506      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.330617284    3.833888889    2.991126543    2.906481481    0.0009259259259 0.1371874235   
507      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.330617284    3.833888889    2.959876543    2.943981481    0.0009259259259 0.1373236466   
508      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.330617284    3.833888889    2.959876543    2.906481481    0.002800925926 0.1372317619   
509      I1         1.766311728    2.512345679    4.990740741    0.5238950617   0.330617284    3.833888889    2.959876543    2.906481481    0.0009259259259 0.1379430819   
510      I1         1.787561728    2.512345679    4.971990741    0.5238950617   0.330617284    3.833888889    2.959876543    2.906481481    0.0009259259259 0.1384894904   
511      I1         1.787561728    2.512345679    4.990740741    0.5116450617   0.330617284    3.833888889    2.959876543    2.906481481    0.0009259259259 0.137316307    
512      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.318367284    3.833888889    2.959876543    2.906481481    0.0009259259259 0.1367952191   
513      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.330617284    3.710138889    2.959876543    2.906481481    0.0009259259259 0.1376783773   
514      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.330617284    3.833888889    2.928626543    2.906481481    0.0009259259259 0.1379674004   
515      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.330617284    3.833888889    2.959876543    2.868981481    0.0009259259259 0.1384157612   
516      I1         1.808811728    2.512345679    4.990740741    0.5238950617   0.318367284    3.833888889    2.959876543    2.906481481    0.0009259259259 0.1366787652   
517      I1         1.787561728    2.537345679    4.990740741    0.5238950617   0.318367284    3.833888889    2.959876543    2.906481481    0.0009259259259 0.1368060842   
518      I1         1.787561728    2.512345679    4.990740741    0.5361450617   0.318367284    3.833888889    2.959876543    2.906481481    0.0009259259259 0.1375714279   
519      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.318367284    3.957638889    2.959876543    2.906481481    0.0009259259259 0.1365295604   
520      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.318367284    3.833888889    2.991126543    2.906481481    0.0009259259259 0.1365897577   
521      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.318367284    3.833888889    2.959876543    2.943981481    0.0009259259259 0.136811965    
522      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.318367284    3.833888889    2.959876543    2.906481481    0.002800925926 0.1366005971   
523      I1         1.766311728    2.512345679    4.990740741    0.5238950617   0.318367284    3.833888889    2.959876543    2.906481481    0.0009259259259 0.137350148    
524      I1         1.787561728    2.512345679    4.971990741    0.5238950617   0.318367284    3.833888889    2.959876543    2.906481481    0.0009259259259 0.137411737    
525      I1         1.787561728    2.512345679    4.990740741    0.5116450617   0.318367284    3.833888889    2.959876543    2.906481481    0.0009259259259 0.1367798323   
526      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.306117284    3.833888889    2.959876543    2.906481481    0.0009259259259 0.1367626656   
527      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.318367284    3.710138889    2.959876543    2.906481481    0.0009259259259 0.1371474272   
528      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.318367284    3.833888889    2.928626543    2.906481481    0.0009259259259 0.137423609    
529      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.318367284    3.833888889    2.959876543    2.868981481    0.0009259259259 0.1378574182   
530      I1         1.808811728    2.512345679    4.990740741    0.5238950617   0.318367284    3.957638889    2.959876543    2.906481481    0.0009259259259 0.1364625536   
531      I1         1.787561728    2.537345679    4.990740741    0.5238950617   0.318367284    3.957638889    2.959876543    2.906481481    0.0009259259259 0.1365458044   
532      I1         1.787561728    2.512345679    4.990740741    0.5361450617   0.318367284    3.957638889    2.959876543    2.906481481    0.0009259259259 0.1372673096   
533      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.318367284    4.081388889    2.959876543    2.906481481    0.0009259259259 0.1362969795   
534      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.318367284    3.957638889    2.991126543    2.906481481    0.0009259259259 0.1363467379   
535      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.318367284    3.957638889    2.959876543    2.943981481    0.0009259259259 0.1367706857   
536      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.318367284    3.957638889    2.959876543    2.906481481    0.002800925926 0.1365000311   
537      I1         1.766311728    2.512345679    4.990740741    0.5238950617   0.318367284    3.957638889    2.959876543    2.906481481    0.0009259259259 0.1370338416   
538      I1         1.787561728    2.512345679    4.971990741    0.5238950617   0.318367284    3.957638889    2.959876543    2.906481481    0.0009259259259 0.1371873627   
539      I1         1.787561728    2.512345679    4.990740741    0.5116450617   0.318367284    3.957638889    2.959876543    2.906481481    0.0009259259259 0.136552395    
540      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.306117284    3.957638889    2.959876543    2.906481481    0.0009259259259 0.1364553378   
541      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.318367284    3.957638889    2.928626543    2.906481481    0.0009259259259 0.1371336984   
542      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.318367284    3.957638889    2.959876543    2.868981481    0.0009259259259 0.1375252588   
543      I1         1.808811728    2.512345679    4.990740741    0.5238950617   0.318367284    4.081388889    2.959876543    2.906481481    0.0009259259259 0.1362795799   
544      I1         1.787561728    2.537345679    4.990740741    0.5238950617   0.318367284    4.081388889    2.959876543    2.906481481    0.0009259259259 0.136318335    
545      I1         1.787561728    2.512345679    4.990740741    0.5361450617   0.318367284    4.081388889    2.959876543    2.906481481    0.0009259259259 0.1369951824   
546      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.318367284    4.205138889    2.959876543    2.906481481    0.0009259259259 0.136141217    
547      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.318367284    4.081388889    2.991126543    2.906481481    0.0009259259259 0.1361417205   
548      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.318367284    4.081388889    2.959876543    2.943981481    0.0009259259259 0.136591267    
549      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.318367284    4.081388889    2.959876543    2.906481481    0.002800925926 0.1365195362   
550      I1         1.766311728    2.512345679    4.990740741    0.5238950617   0.318367284    4.081388889    2.959876543    2.906481481    0.0009259259259 0.1367499617   
551      I1         1.787561728    2.512345679    4.971990741    0.5238950617   0.318367284    4.081388889    2.959876543    2.906481481    0.0009259259259 0.1369935233   
552      I1         1.787561728    2.512345679    4.990740741    0.5116450617   0.318367284    4.081388889    2.959876543    2.906481481    0.0009259259259 0.1363590816   
553      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.306117284    4.081388889    2.959876543    2.906481481    0.0009259259259 0.1361835709   
554      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.318367284    3.957638889    2.959876543    2.906481481    0.0009259259259 0.1365295604   
555      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.318367284    4.081388889    2.928626543    2.906481481    0.0009259259259 0.136871169    
556      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.318367284    4.081388889    2.959876543    2.868981481    0.0009259259259 0.1371766127   
557      I1         1.798186728    2.512345679    4.990740741    0.5238950617   0.318367284    4.081388889    2.959876543    2.906481481    0.0009259259259 0.1362356375   
558      I1         1.787561728    2.524845679    4.990740741    0.5238950617   0.318367284    4.081388889    2.959876543    2.906481481    0.0009259259259 0.1363063264   
559      I1         1.787561728    2.512345679    4.990740741    0.5300200617   0.318367284    4.081388889    2.959876543    2.906481481    0.0009259259259 0.1365504559   
560      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.324492284    4.081388889    2.959876543    2.906481481    0.0009259259259 0.1365563008   
561      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.318367284    4.143263889    2.959876543    2.906481481    0.0009259259259 0.1362188958   
562      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.318367284    4.081388889    2.975501543    2.906481481    0.0009259259259 0.1361722446   
563      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.318367284    4.081388889    2.959876543    2.925231481    0.0009259259259 0.1362769625   
564      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.318367284    4.081388889    2.959876543    2.906481481    0.001863425926 0.1361385019   
565      I1         1.776936728    2.512345679    4.990740741    0.5238950617   0.318367284    4.081388889    2.959876543    2.906481481    0.0009259259259 0.1364675605   
566      I1         1.787561728    2.512345679    4.981365741    0.5238950617   0.318367284    4.081388889    2.959876543    2.906481481    0.0009259259259 0.1365750948   
567      I1         1.787561728    2.512345679    4.990740741    0.5177700617   0.318367284    4.081388889    2.959876543    2.906481481    0.0009259259259 0.1362337449   
568      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.312242284    4.081388889    2.959876543    2.906481481    0.0009259259259 0.1361719537   
569      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.318367284    4.019513889    2.959876543    2.906481481    0.0009259259259 0.1364003389   
570      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.318367284    4.081388889    2.944251543    2.906481481    0.0009259259259 0.1365262985   
571      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.318367284    4.081388889    2.959876543    2.887731481    0.0009259259259 0.1366228529   
572      I1         1.798186728    2.512345679    4.990740741    0.5238950617   0.318367284    4.081388889    2.959876543    2.906481481    0.001863425926 0.1361760667   
573      I1         1.787561728    2.524845679    4.990740741    0.5238950617   0.318367284    4.081388889    2.959876543    2.906481481    0.001863425926 0.136158421    
574      I1         1.787561728    2.512345679    4.990740741    0.5300200617   0.318367284    4.081388889    2.959876543    2.906481481    0.001863425926 0.1362303801   
575      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.324492284    4.081388889    2.959876543    2.906481481    0.001863425926 0.136389891    
576      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.318367284    4.143263889    2.959876543    2.906481481    0.001863425926 0.1360856828   
577      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.318367284    4.081388889    2.975501543    2.906481481    0.001863425926 0.1361174399   
578      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.318367284    4.081388889    2.959876543    2.925231481    0.001863425926 0.1363547029   
579      I1         1.776936728    2.512345679    4.990740741    0.5238950617   0.318367284    4.081388889    2.959876543    2.906481481    0.001863425926 0.1362080658   
580      I1         1.787561728    2.512345679    4.981365741    0.5238950617   0.318367284    4.081388889    2.959876543    2.906481481    0.001863425926 0.1364278089   
581      I1         1.787561728    2.512345679    4.990740741    0.5177700617   0.318367284    4.081388889    2.959876543    2.906481481    0.001863425926 0.1362397373   
582      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.312242284    4.081388889    2.959876543    2.906481481    0.001863425926 0.1360239469   
583      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.318367284    4.019513889    2.959876543    2.906481481    0.001863425926 0.136215143    
584      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.318367284    4.081388889    2.944251543    2.906481481    0.001863425926 0.1362611563   
585      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.318367284    4.081388889    2.959876543    2.887731481    0.001863425926 0.1360438513   
586      I1         1.787561728    2.512345679    4.990740741    0.5238950617   0.318367284    4.081388889    2.959876543    2.906481481    0.0009259259259 0.1362969795   
