%eval_id interface log__t_efold_soil log__t_efold_karst f_exfiltration_soil PDD_melt_factor log__H0_pdm_soil log__fdd_threshold snow_insulation_k f_tile_soil    log__tau_tile  recession_b_soil recession_b_karst neg_kge        
336      I1         2.668518519    4.462962963    0.01604938272  6.883333333    2.836419753    0.9444444444   0.1027777778   0.385          0.3607777778   3.768518519    3.984567901    0.26462546     
337      I1         2.353703704    3.12962963     0.1733333333   9.816666667    3.484567901    0.9444444444   0.1138888889   0.495          0.3607777778   3.984567901    1.515432099    0.2483798808   
338      I1         2.542592593    2.512345679    0.3548148148   5.416666667    2.990740741    0.9814814815   0.1083333333   0.5316666667   0.02122222222  3.12037037     1.515432099    0.1764530709   
339      I1         2.227777778    4.462962963    0.01604938272  8.716666667    3.175925926    0.9444444444   0.1027777778   0.825          1.138925926    3.12037037     1.515432099    0.393114182    
340      I1         2.353703704    2.907407407    0.5            3.95           2.959876543    0.9444444444   0.1009259259   0.006111111111 0.7427777778   3.305555556    2.842592593    0.2130230201   
341      I1         2.542592593    3.648148148    0.6451851852   9.816666667    2.990740741    0.2777777778   0.1027777778   0.3361111111   1.124777778    2.62654321     3.984567901    0.2271208656   
342      I1         2.668518519    3.12962963     0.3548148148   3.583333333    2.959876543    0.9444444444   0.1027777778   0.495          0.2758888889   3.151234568    1.515432099    0.1654684546   
343      I1         2.47962963     2.537037037    0.4516049383   3.216666667    3.083333333    2.722222222    0.1027777778   0.495          0.3607777778   3.151234568    1.515432099    0.1646288629   
344      I1         2.605555556    3.425925926    0.2096296296   4.683333333    2.959876543    2.944444444    0.1027777778   0.4461111111   0.02122222222  3.614197531    2.935185185    0.209410573    
345      I1         2.689506173    2.537037037    0.1733333333   7.25           2.898148148    0.2777777778   0.1009259259   0.385          0.1061111111   2.842592593    3.984567901    0.2373243985   
346      I1         2.353703704    3.203703704    0.4637037037   9.938888889    2.990740741    0.7222222222   0.1009259259   0.5683333333   0.007074074074 2.37962963     3.953703704    0.2339511088   
347      I1         2.542592593    3.648148148    0.4637037037   4.683333333    3.268518519    0.9814814815   0.1027777778   0.385          1.124777778    3.984567901    1.515432099    0.1802227682   
348      I1         2.668518519    2.685185185    0.4637037037   4.683333333    2.990740741    0.9814814815   0.1027777778   0.4583333333   0.3607777778   3.151234568    1.515432099    0.1701182499   
349      I1         2.542592593    2.685185185    0.4637037037   4.316666667    3.114197531    2.722222222    0.1009259259   0.4216666667   0.7852222222   3.675925926    1.515432099    0.1662281578   
350      I1         2.668518519    3.351851852    0.4516049383   3.583333333    2.990740741    2.018518519    0.1361111111   0.495          1.124777778    3.675925926    1.515432099    0.1689882009   
351      I1         2.668518519    3.277777778    0.5362962963   6.516666667    3.484567901    2.055555556    0.1361111111   0.5316666667   1.138925926    3.583333333    1.515432099    0.1682834694   
352      I1         2.416666667    3.796296296    0.4637037037   6.516666667    3.484567901    2.388888889    0.1472222222   0.5316666667   1.124777778    3.984567901    1.515432099    0.1931689165   
353      I1         2.227777778    2.512345679    0.3911111111   5.783333333    3.083333333    2.722222222    0.1027777778   0.6538888889   0.02122222222  2.657407407    1.515432099    0.1915133698   
354      I1         2.689506173    4.462962963    0.5            6.516666667    3.484567901    0.6111111111   0.1027777778   0.495          1.124777778    3.675925926    1.515432099    0.280937675    
355      I1         2.605555556    3.179012346    0.5            5.05           3.206790123    2.055555556    0.1472222222   0.5316666667   0.9974444444   3.305555556    1.515432099    0.17308556     
356      I1         1.85           4.487654321    0.6088888889   6.883333333    2.805555556    0.8333333333   0.04722222222  0.5316666667   0.02122222222  1.515432099    1.515432099    0.4283775309   
357      I1         2.164814815    2.685185185    0.3911111111   9.816666667    3.484567901    2.277777778    0.1472222222   0.165          1.124777778    3.984567901    3.984567901    0.2455322215   
358      I1         2.311728395    3.12962963     0.5            9.083333333    2.805555556    2.055555556    0.002777777778 0.006111111111 0.3607777778   3.182098765    3.953703704    0.2350386311   
359      I1         1.787037037    3.12962963     0.01604938272  9.816666667    3.484567901    2.944444444    0.1194444444   0.495          0.02122222222  3.861111111    3.984567901    0.299656093    
360      I1         1.787037037    2.537037037    0.5            9.816666667    3.484567901    2.055555556    0.075          0.006111111111 0.7427777778   3.027777778    3.984567901    0.283658141    
361      I1         2.689506173    2.537037037    0.5            9.816666667    3.484567901    2.944444444    0.1305555556   0.2016666667   0.7569259259   3.861111111    3.953703704    0.177396187    
362      I1         2.668518519    2.685185185    0.4637037037   5.05           3.052469136    2.722222222    0.1027777778   0.495          0.02122222222  3.151234568    1.515432099    0.155630527    
363      I1         2.668518519    2.833333333    0.4637037037   9.816666667    3.052469136    2.944444444    0.1027777778   0.3116666667   0.3749259259   3.583333333    3.984567901    0.1771016489   
364      I1         1.85           2.537037037    0.02814814815  9.938888889    3.361111111    2.944444444    0.09166666667  0.6538888889   0.02122222222  2.472222222    3.984567901    0.2660936203   
365      I1         2.689506173    2.537037037    0.4274074074   9.816666667    3.484567901    2.944444444    0.1472222222   0.3116666667   0.02122222222  3.953703704    3.182098765    0.170939134    
366      I1         2.542592593    2.512345679    0.4637037037   9.816666667    3.361111111    2.944444444    0.1472222222   0.2138888889   0.02122222222  3.583333333    3.984567901    0.1865945506   
367      I1         2.689506173    3.055555556    0.5362962963   9.816666667    3.453703704    2.611111111    0.1138888889   0.2016666667   0.3607777778   3.984567901    3.182098765    0.1775602302   
368      I1         2.689506173    3.179012346    0.5725925926   9.816666667    3.453703704    2.944444444    0.1472222222   0.3116666667   1.124777778    3.953703704    3.182098765    0.1643302994   
369      I1         2.689506173    3.203703704    0.5            8.716666667    3.268518519    2.055555556    0.1472222222   0.275          1.124777778    3.984567901    3.984567901    0.1799782991   
370      I1         2.689506173    3.203703704    0.5725925926   6.883333333    3.484567901    2.944444444    0.1472222222   0.165          1.124777778    3.706790123    3.212962963    0.1915006028   
371      I1         2.668518519    2.537037037    0.6088888889   6.516666667    3.484567901    2.944444444    0.125          0.495          0.3607777778   3.151234568    1.515432099    0.166985325    
372      I1         2.500617284    2.611111111    0.5            5.05           2.990740741    2.944444444    0.1361111111   0.495          0.02122222222  3.151234568    1.515432099    0.1634375826   
373      I1         2.689506173    2.537037037    0.5            1.016666667    3.484567901    2.944444444    0.1027777778   0.2016666667   0.02122222222  3.953703704    1.515432099    0.2183222731   
374      I1         2.605555556    2.685185185    0.4516049383   3.216666667    2.990740741    2.944444444    0.1361111111   0.6416666667   0.3749259259   2.75           1.515432099    0.1884005181   
375      I1         2.47962963     2.907407407    0.4516049383   0.2833333333   2.959876543    2.055555556    0.1361111111   0.4583333333   0.02122222222  2.842592593    1.515432099    0.268278856    
376      I1         2.689506173    3.12962963     0.5            3.95           3.083333333    0.05555555556  0.1361111111   0.3483333333   1.138925926    3.953703704    1.515432099    0.1600098573   
377      I1         2.668518519    3.203703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.953703704    1.515432099    0.1441788407   
378      I1         2.689506173    3.87037037     0.3548148148   9.816666667    3.484567901    2.944444444    0.1472222222   0.5683333333   1.124777778    3.953703704    3.984567901    0.2079127642   
379      I1         2.668518519    4.462962963    0.8266666667   9.45           3.083333333    2.981481481    0.1027777778   0.01833333333  1.138925926    3.212962963    3.984567901    0.1935948216   
380      I1         2.689506173    3.87037037     0.3548148148   3.583333333    2.805555556    0.05555555556  0.1027777778   0.3483333333   1.039888889    3.984567901    2.348765432    0.1882259708   
381      I1         1.787037037    3.203703704    0.4637037037   9.816666667    3.484567901    2.944444444    0.1472222222   0.5316666667   0.3607777778   2.317901235    3.984567901    0.2719272148   
382      I1         2.227777778    3.796296296    0.7177777778   8.35           2.836419753    0.05555555556  0.03611111111  0.055          0.7427777778   1.515432099    3.984567901    0.2823228396   
383      I1         1.975925926    3.12962963     0.2096296296   6.883333333    2.805555556    2.944444444    0.05277777778  0.825          1.138925926    1.515432099    1.515432099    0.3373221096   
384      I1         2.668518519    2.537037037    0.6088888889   5.783333333    3.484567901    0.9444444444   0.1472222222   0.3483333333   1.138925926    3.675925926    1.515432099    0.1663848216   
385      I1         2.668518519    3.351851852    0.3427160494   5.783333333    2.990740741    0.01851851852  0.1361111111   0.6538888889   1.124777778    2.935185185    2.37962963     0.2212648688   
386      I1         2.164814815    3.203703704    0.01604938272  9.816666667    3.484567901    2.944444444    0.1194444444   0.825          1.124777778    2.842592593    3.984567901    0.3217597027   
387      I1         1.577160494    2.981481481    0.3548148148   8.716666667    3.484567901    0.05555555556  0.04722222222  0.605          1.124777778    1.546296296    3.984567901    0.3949041482   
388      I1         2.227777778    3.203703704    0.6451851852   6.883333333    3.484567901    2.981481481    0.1138888889   0.6783333333   1.124777778    2.564814815    1.515432099    0.2250676863   
389      I1         2.689506173    3.722222222    0.3427160494   9.816666667    3.083333333    1.944444444    0.125          0.825          0.3607777778   2.317901235    3.027777778    0.2789929125   
390      I1         2.668518519    4.462962963    0.5            9.45           2.898148148    0.9444444444   0.1472222222   0.4216666667   1.138925926    3.984567901    3.984567901    0.2114187147   
391      I1         2.353703704    3.722222222    0.4637037037   9.45           3.484567901    0.05555555556  0.1027777778   0.01833333333  0.02122222222  3.984567901    3.984567901    0.2539323427   
392      I1         2.689506173    2.537037037    0.6451851852   7.983333333    3.268518519    0.05555555556  0.1009259259   0.01833333333  0.02122222222  3.027777778    3.182098765    0.2130291283   
393      I1         2.689506173    3.796296296    0.1007407407   6.761111111    2.805555556    0.05555555556  0.002777777778 0.6783333333   0.7852222222   2.287037037    1.515432099    0.2471509657   
394      I1         2.689506173    2.537037037    0.6088888889   7.983333333    2.990740741    0.05555555556  0.1009259259   0.006111111111 0.3607777778   2.75           2.37962963     0.2301390574   
395      I1         2.689506173    2.537037037    0.3911111111   9.816666667    3.484567901    0.05555555556  0.1027777778   0.165          0.02122222222  3.984567901    3.953703704    0.2102288555   
396      I1         2.668518519    2.537037037    0.8266666667   7.616666667    3.175925926    2.981481481    0.04722222222  0.01833333333  0.3607777778   2.317901235    3.984567901    0.248804909    
397      I1         1.975925926    3.12962963     0.3427160494   9.816666667    2.712962963    2.981481481    0.04722222222  0.6416666667   0.02122222222  1.515432099    3.212962963    0.2982616072   
398      I1         2.164814815    3.87037037     0.3427160494   9.45           2.805555556    2.944444444    0.1472222222   0.5316666667   1.124777778    3.984567901    3.984567901    0.2387619406   
399      I1         2.689506173    3.87037037     0.6088888889   9.816666667    3.484567901    2.944444444    0.1472222222   0.4583333333   0.02122222222  3.12037037     3.984567901    0.1754406701   
400      I1         2.689506173    3.87037037     0.5725925926   9.816666667    3.083333333    2.944444444    0.1490740741   0.495          0.3607777778   3.12037037     3.984567901    0.1788644701   
%eval_id interface log__t_efold_soil log__t_efold_karst f_exfiltration_soil PDD_melt_factor log__H0_pdm_soil log__fdd_threshold snow_insulation_k f_tile_soil    log__tau_tile  recession_b_soil recession_b_karst neg_kge        
401      I1         2.668518519    3.203703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.953703704    1.515432099    0.1441788407   
402      I1         2.668518519    3.403703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.953703704    1.515432099    0.1451357456   
403      I1         2.668518519    3.203703704    0.7068888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.953703704    1.515432099    0.1918761652   
404      I1         2.668518519    3.203703704    0.6088888889   6.406666667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.953703704    1.515432099    0.1457843227   
405      I1         2.668518519    3.203703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.484          1.138925926    3.953703704    1.515432099    0.1537575642   
406      I1         2.668518519    3.203703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.953703704    1.765432099    0.1438383543   
407      I1         2.498518519    3.203703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.953703704    1.515432099    0.1675838236   
408      I1         2.668518519    3.003703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.953703704    1.515432099    0.1438168187   
409      I1         2.668518519    3.203703704    0.5108888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.953703704    1.515432099    0.1853920931   
410      I1         2.668518519    3.203703704    0.6088888889   4.426666667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.953703704    1.515432099    0.144051853    
411      I1         2.668518519    3.203703704    0.6088888889   5.416666667    3.234567901    2.944444444    0.1416666667   0.385          1.138925926    3.953703704    1.515432099    0.1488778466   
412      I1         2.668518519    3.203703704    0.6088888889   5.416666667    3.484567901    2.644444444    0.1416666667   0.385          1.138925926    3.953703704    1.515432099    0.1442692307   
413      I1         2.668518519    3.203703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1266666667   0.385          1.138925926    3.953703704    1.515432099    0.1441788407   
414      I1         2.668518519    3.203703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.286          1.138925926    3.953703704    1.515432099    0.1546562529   
415      I1         2.668518519    3.203703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.385          1.024325926    3.953703704    1.515432099    0.1446010683   
416      I1         2.668518519    3.203703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.703703704    1.515432099    0.1466014487   
417      I1         2.668518519    3.303703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.953703704    1.515432099    0.1445859497   
418      I1         2.668518519    3.203703704    0.6578888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.953703704    1.515432099    0.1554634803   
419      I1         2.668518519    3.203703704    0.6088888889   5.911666667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.953703704    1.515432099    0.1448648667   
420      I1         2.668518519    3.203703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1491666667   0.385          1.138925926    3.953703704    1.515432099    0.1441788407   
421      I1         2.668518519    3.203703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.4345         1.138925926    3.953703704    1.515432099    0.145944229    
422      I1         2.668518519    3.203703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.953703704    1.640432099    0.1439492267   
423      I1         2.583518519    3.203703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.953703704    1.515432099    0.1544309705   
424      I1         2.668518519    3.103703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.953703704    1.515432099    0.1439054879   
425      I1         2.668518519    3.203703704    0.5598888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.953703704    1.515432099    0.1568392959   
426      I1         2.668518519    3.203703704    0.6088888889   4.921666667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.953703704    1.515432099    0.1438655154   
427      I1         2.668518519    3.203703704    0.6088888889   5.416666667    3.359567901    2.944444444    0.1416666667   0.385          1.138925926    3.953703704    1.515432099    0.1455214001   
428      I1         2.668518519    3.203703704    0.6088888889   5.416666667    3.484567901    2.794444444    0.1416666667   0.385          1.138925926    3.953703704    1.515432099    0.1441788407   
429      I1         2.668518519    3.203703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1341666667   0.385          1.138925926    3.953703704    1.515432099    0.1441788407   
430      I1         2.668518519    3.203703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.3355         1.138925926    3.953703704    1.515432099    0.1475322071   
431      I1         2.668518519    3.203703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.385          1.081625926    3.953703704    1.515432099    0.1442625719   
432      I1         2.668518519    3.203703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.828703704    1.515432099    0.1434802921   
433      I1         2.668518519    3.253703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.953703704    1.515432099    0.1443667883   
434      I1         2.668518519    3.203703704    0.6333888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.953703704    1.515432099    0.1464909854   
435      I1         2.668518519    3.203703704    0.6088888889   5.664166667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.953703704    1.515432099    0.1444657086   
436      I1         2.668518519    3.203703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1454166667   0.385          1.138925926    3.953703704    1.515432099    0.1441788407   
437      I1         2.668518519    3.203703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.40975        1.138925926    3.953703704    1.515432099    0.1443459937   
438      I1         2.668518519    3.203703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.953703704    1.577932099    0.1440485006   
439      I1         2.626018519    3.203703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.953703704    1.515432099    0.1488559441   
440      I1         2.668518519    3.153703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.953703704    1.515432099    0.1440234384   
441      I1         2.668518519    3.203703704    0.5843888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.953703704    1.515432099    0.1479731063   
442      I1         2.668518519    3.203703704    0.6088888889   5.169166667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.953703704    1.515432099    0.1440017208   
443      I1         2.668518519    3.203703704    0.6088888889   5.416666667    3.422067901    2.944444444    0.1416666667   0.385          1.138925926    3.953703704    1.515432099    0.144661302    
444      I1         2.668518519    3.203703704    0.6088888889   5.416666667    3.484567901    2.869444444    0.1416666667   0.385          1.138925926    3.953703704    1.515432099    0.1441788407   
445      I1         2.668518519    3.203703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1379166667   0.385          1.138925926    3.953703704    1.515432099    0.1441788407   
446      I1         2.668518519    3.203703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.36025        1.138925926    3.953703704    1.515432099    0.1452980285   
447      I1         2.668518519    3.203703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.385          1.110275926    3.953703704    1.515432099    0.1441860309   
448      I1         2.668518519    3.203703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.891203704    1.515432099    0.1433753182   
449      I1         2.668518519    3.253703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.891203704    1.515432099    0.1436167232   
450      I1         2.668518519    3.203703704    0.6333888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.891203704    1.515432099    0.1438201299   
451      I1         2.668518519    3.203703704    0.6088888889   5.664166667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.891203704    1.515432099    0.1438186056   
452      I1         2.668518519    3.203703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1454166667   0.385          1.138925926    3.891203704    1.515432099    0.1433753182   
453      I1         2.668518519    3.203703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.40975        1.138925926    3.891203704    1.515432099    0.1429472456   
454      I1         2.668518519    3.203703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.891203704    1.577932099    0.143195923    
455      I1         2.626018519    3.203703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.891203704    1.515432099    0.1472964033   
456      I1         2.668518519    3.153703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.891203704    1.515432099    0.1431611894   
457      I1         2.668518519    3.203703704    0.5843888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.891203704    1.515432099    0.1488831391   
458      I1         2.668518519    3.203703704    0.6088888889   5.169166667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.891203704    1.515432099    0.1430409466   
459      I1         2.668518519    3.203703704    0.6088888889   5.416666667    3.422067901    2.944444444    0.1416666667   0.385          1.138925926    3.891203704    1.515432099    0.1435932729   
460      I1         2.668518519    3.203703704    0.6088888889   5.416666667    3.484567901    2.869444444    0.1416666667   0.385          1.138925926    3.891203704    1.515432099    0.1433753182   
461      I1         2.668518519    3.203703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1379166667   0.385          1.138925926    3.891203704    1.515432099    0.1433753182   
462      I1         2.668518519    3.203703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.36025        1.138925926    3.891203704    1.515432099    0.1450542014   
463      I1         2.668518519    3.203703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.385          1.110275926    3.891203704    1.515432099    0.1431805146   
464      I1         2.689768519    3.203703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.891203704    1.515432099    0.1418432905   
465      I1         2.668518519    3.228703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.891203704    1.515432099    0.1434927435   
466      I1         2.668518519    3.203703704    0.6211388889   5.416666667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.891203704    1.515432099    0.142792941    
467      I1         2.668518519    3.203703704    0.6088888889   5.540416667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.891203704    1.515432099    0.1435805925   
468      I1         2.668518519    3.203703704    0.6088888889   5.416666667    3.484567901    2.981944444    0.1416666667   0.385          1.138925926    3.891203704    1.515432099    0.1433753182   
469      I1         2.668518519    3.203703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1435416667   0.385          1.138925926    3.891203704    1.515432099    0.1433753182   
470      I1         2.668518519    3.203703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.397375       1.138925926    3.891203704    1.515432099    0.1429944804   
471      I1         2.668518519    3.203703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.922453704    1.515432099    0.1436682554   
472      I1         2.668518519    3.203703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.891203704    1.546682099    0.1432817212   
473      I1         2.647268519    3.203703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.891203704    1.515432099    0.1451648663   
474      I1         2.668518519    3.178703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.891203704    1.515432099    0.1432646571   
475      I1         2.668518519    3.203703704    0.5966388889   5.416666667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.891203704    1.515432099    0.1454525828   
476      I1         2.668518519    3.203703704    0.6088888889   5.292916667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.891203704    1.515432099    0.1432009301   
477      I1         2.668518519    3.203703704    0.6088888889   5.416666667    3.453317901    2.944444444    0.1416666667   0.385          1.138925926    3.891203704    1.515432099    0.1434524446   
478      I1         2.668518519    3.203703704    0.6088888889   5.416666667    3.484567901    2.906944444    0.1416666667   0.385          1.138925926    3.891203704    1.515432099    0.1433753182   
479      I1         2.668518519    3.203703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1397916667   0.385          1.138925926    3.891203704    1.515432099    0.1433753182   
480      I1         2.668518519    3.203703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.372625       1.138925926    3.891203704    1.515432099    0.1440691804   
481      I1         2.668518519    3.203703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.385          1.124600926    3.891203704    1.515432099    0.143268889    
482      I1         2.668518519    3.203703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.859953704    1.515432099    0.1433086643   
483      I1         2.689768519    3.228703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.891203704    1.515432099    0.1419670774   
484      I1         2.689768519    3.203703704    0.6211388889   5.416666667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.891203704    1.515432099    0.1409234148   
485      I1         2.689768519    3.203703704    0.6088888889   5.540416667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.891203704    1.515432099    0.1420823084   
486      I1         2.689768519    3.203703704    0.6088888889   5.416666667    3.484567901    2.981944444    0.1416666667   0.385          1.138925926    3.891203704    1.515432099    0.1418432905   
487      I1         2.689768519    3.203703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1435416667   0.385          1.138925926    3.891203704    1.515432099    0.1418432905   
488      I1         2.689768519    3.203703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.397375       1.138925926    3.891203704    1.515432099    0.141372789    
489      I1         2.689768519    3.203703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.922453704    1.515432099    0.1419308993   
490      I1         2.689768519    3.203703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.891203704    1.546682099    0.1417441871   
491      I1         2.689768519    3.178703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.891203704    1.515432099    0.1417260563   
492      I1         2.689768519    3.203703704    0.5966388889   5.416666667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.891203704    1.515432099    0.1442551151   
493      I1         2.689768519    3.203703704    0.6088888889   5.292916667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.891203704    1.515432099    0.1416351639   
494      I1         2.689768519    3.203703704    0.6088888889   5.416666667    3.453317901    2.944444444    0.1416666667   0.385          1.138925926    3.891203704    1.515432099    0.141850517    
495      I1         2.689768519    3.203703704    0.6088888889   5.416666667    3.484567901    2.906944444    0.1416666667   0.385          1.138925926    3.891203704    1.515432099    0.1418432905   
496      I1         2.689768519    3.203703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1397916667   0.385          1.138925926    3.891203704    1.515432099    0.1418432905   
497      I1         2.689768519    3.203703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.372625       1.138925926    3.891203704    1.515432099    0.142627867    
498      I1         2.689768519    3.203703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.385          1.124600926    3.891203704    1.515432099    0.141696405    
499      I1         2.689768519    3.203703704    0.6088888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.859953704    1.515432099    0.1419883438   
500      I1         2.689768519    3.228703704    0.6211388889   5.416666667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.891203704    1.515432099    0.1409649514   
501      I1         2.689768519    3.203703704    0.6333888889   5.416666667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.891203704    1.515432099    0.141618265    
502      I1         2.689768519    3.203703704    0.6211388889   5.540416667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.891203704    1.515432099    0.1410755967   
503      I1         2.689768519    3.203703704    0.6211388889   5.416666667    3.484567901    2.981944444    0.1416666667   0.385          1.138925926    3.891203704    1.515432099    0.1409234148   
504      I1         2.689768519    3.203703704    0.6211388889   5.416666667    3.484567901    2.944444444    0.1435416667   0.385          1.138925926    3.891203704    1.515432099    0.1409234148   
505      I1         2.689768519    3.203703704    0.6211388889   5.416666667    3.484567901    2.944444444    0.1416666667   0.397375       1.138925926    3.891203704    1.515432099    0.1411395847   
506      I1         2.689768519    3.203703704    0.6211388889   5.416666667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.922453704    1.515432099    0.1414802616   
507      I1         2.689768519    3.203703704    0.6211388889   5.416666667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.891203704    1.546682099    0.1408970589   
508      I1         2.689768519    3.178703704    0.6211388889   5.416666667    3.484567901    2.944444444    0.1416666667   0.385          1.138925926    3.891203704    1.515432099    0.1408917218   
