%eval_id interface log__t_efold_shallow log__t_efold_soil log__t_efold_karst f_exfiltration_shallow f_exfiltration_soil PDD_melt_factor log__H0_pdm_shallow log__H0_pdm_soil log__fdd_threshold snow_insulation_k f_tile_soil    log__tau_tile  et_alpha       wp_soil        wp_soil_sigma  neg_kge        
255      I1         0.8789505393   2.530528148    3.33756519     0.8287151901   0.805928482    1.113506027    1.737073229    3.030054494    2.392545753    0.1430094005   0.7226786449   0.3721794296   0.9494898123   103.0511358    25.81333536    1.346313805    
256      I1         0.9621420747   1.146068176    4.393020831    0.6350235686   0.06784710513  0.7839750314   2.940504265    1.361768094    1.104391186    0.127227939    0.8513108      0.6076613037   0.9262768285   137.2931743    144.7286551    1.064235846    
257      I1         0.9537959759   1.072841677    3.075562603    0.04631572826  0.5185026592   5.133200276    3.28075897     2.914440764    0.2344448061   0.04431446227  0.8748816616   0.4743734253   0.02609972073  12.5239867     2.190132775    2.192496115    
258      I1         1.131380639    2.327072205    4.037871506    0.2175845276   0.5424318474   0.5155318816   2.194981328    2.229120089    2.485412466    0.02689601725  0.1717230071   0.6602524725   0.8323769106   25.51846019    131.2367052    0.898896852    
259      I1         1.216061424    1.310918435    3.516151248    0.1094647061   0.8014879318   3.105402687    1.787865248    2.45213507     1.439557456    0.06028558794  0.7787885583   0.1510386529   0.1208561519   293.7576314    129.3459917    2.166552234    
260      I1         0.6996487793   1.328667274    2.757391787    0.4439054183   0.5056121611   8.334224322    2.982602896    1.502462384    2.683134435    0.03710521141  0.833886297    0.8274860774   0.1795876129   51.68137968    64.2169394     1.85493957     
261      I1         0.7957480231   2.254104281    3.314757769    0.1134234945   0.7943040718   5.371052394    1.930685724    1.434243829    0.8433220301   0.06744162914  0.1749124521   1.1070157      0.572763358    287.6132765    76.71969616    1.488139101    
262      I1         1.860860465    1.340093733    3.574528517    0.768180211    0.1013074441   8.08061807     2.890978104    2.086015148    0.889469079    0.1164766765   0.9838794869   0.2775181649   0.448820053    41.50120153    135.2457962    1.5207019      
263      I1         1.310439953    2.086270055    3.014647514    0.676848485    0.5760678983   2.456995337    1.642919153    1.129239927    1.759763486    0.1076652487   0.04246964193  0.04526144663  0.331882517    6.543328869    75.19875925    1.612997658    
264      I1         1.683075573    1.985846631    4.23019236     0.2934147745   0.6802152624   6.043796498    1.868636931    2.309204157    1.820316674    0.05003656804  0.4026246325   0.9423277557   0.8185980414   39.32030888    146.8825019    0.9269074659   
265      I1         1.665250111    1.124789684    3.084757358    0.507708016    0.7594634673   6.52304944     2.536759611    3.384256645    0.3088455682   0.01093511097  0.8797155547   0.1210841585   0.5982545807   221.3771711    53.10303432    1.055599864    
266      I1         1.799934239    1.816862121    4.353231216    0.4844471541   0.8745567966   8.13962312     2.418465654    3.084076775    2.200932374    0.1106680755   0.4450268394   1.026746321    0.5092094438   75.73310501    24.81881186    1.469147291    
267      I1         0.7074897604   1.597078326    3.123302953    0.09380691351  0.05784624219  7.717283805    2.768950355    1.428491502    1.396255828    0.04087647007  0.2771438538   0.3112650316   0.9829104746   59.4325212     89.83531722    1.122440518    
268      I1         1.3490471      2.522935073    3.606658393    0.4156345467   0.02848347457  8.861973182    2.837037025    2.196103292    2.314907372    0.1316046103   0.2624455641   0.003763401734 0.8428494672   217.1666362    59.254307      0.8667435317   
269      I1         1.225710618    1.705854979    3.617691695    0.1339867501   0.3985872561   0.1383557627   2.2945428      1.46611595     2.050789807    0.05390578388  0.09156502464  0.5045858598   0.3128551317   184.3194542    5.981744526    1.787707939    
270      I1         1.881864559    1.763486224    3.898699169    0.668142229    0.8435021733   0.241138325    1.519098458    2.401883743    0.2010053494   0.125998038    0.7239746436   0.6885429112   0.4148807756   279.6954114    39.36944251    1.943817342    
271      I1         1.518732135    1.359935892    4.053596237    0.9805095429   0.871363053    8.538878684    1.671585959    2.489953605    0.7393197364   0.1391388247   0.4091995487   0.2706544994   0.8296411467   228.0786279    40.43254638    1.194660749    
272      I1         1.092924469    1.276145037    2.976308004    0.6318941159   0.5788924596   4.529884387    2.787656451    1.705191541    0.513162095    0.04777418505  0.3927408071   0.2010691978   0.862469673    285.3161078    67.35308163    0.9110294265   
273      I1         0.869678216    1.189323103    3.006847077    0.1493129      0.9170078746   9.719304767    1.222673888    1.090845919    2.330326683    0.01214857946  0.4830883087   0.8733432083   0.4359867771   119.6310427    67.58998724    1.839338546    
274      I1         1.933004722    2.120810807    3.954929593    0.8970061838   0.4302886432   5.385674145    3.193581599    1.195233659    0.1211353351   0.1155396903   0.8464759959   0.4487767784   0.5550808653   197.4717258    86.37530643    1.445690614    
275      I1         1.600285292    2.133923259    3.530301182    0.1861942359   0.7329755853   3.465457878    2.622931498    2.890309826    0.1905704011   0.06071407926  0.7389811265   0.08675774554  0.25932771     86.42307558    145.8742128    1.565004383    
276      I1         1.141522265    1.197083982    3.510254339    0.5112211774   0.2417438303   8.935380853    2.354394372    2.96108724     2.097161762    0.08294121817  0.3806754829   0.7822098167   0.7027585091   30.83757809    119.7040548    0.9022306492   
277      I1         1.622287052    1.720055247    3.006263884    0.2294786622   0.4387943063   7.331916469    1.120290672    3.252977327    0.8227041851   0.09652084515  0.7588400182   0.9366220481   0.8463052538   149.884586     3.956104666    1.537423017    
278      I1         1.592116285    2.600075591    3.998975956    0.9795582233   0.8887746462   9.548449799    2.636583707    1.937153458    2.446413041    0.1220759204   0.539572615    0.4981746879   0.9396986572   185.6474553    59.86835305    0.7468085473   
279      I1         1.389904313    2.629135782    3.229890596    0.7909367982   0.459415704    0.3257977483   2.02915257     3.186761642    0.6588449378   0.05767890021  0.08676208221  0.8567651606   0.6930510943   124.5860918    104.5994822    1.086730578    
280      I1         0.8066862593   1.475532227    2.808007965    0.8742615238   0.7228376675   9.935364316    2.484000237    3.219664226    1.424638829    0.1038362538   0.1018627783   0.5248224755   0.3756536661   252.2352799    60.86111516    1.690232753    
281      I1         0.4792202012   2.673454282    3.920708269    0.5227558373   0.9584592573   6.266903658    1.847829181    2.742180263    0.01046354536  0.03062256208  0.7189309344   0.9438602334   0.5352069886   24.04974248    62.18490022    1.744394316    
282      I1         1.301021493    2.35817213     2.657896966    0.4727462276   0.836560833    5.870925088    3.010601391    1.9561265      0.4602341427   0.05294715854  0.6561717365   0.03236872587  0.5318078018   142.8774144    73.42864336    1.141944761    
283      I1         0.8313026433   1.783104062    3.236266154    0.7994510876   0.4692989556   1.059934205    2.451002017    3.024064407    0.1837551389   0.008250753537 0.2847020287   0.885941132    0.934360668    134.3791436    145.1606994    1.148676261    
284      I1         1.651440729    1.116056146    3.609136604    0.3908718751   0.3700228634   7.585434032    2.55694486     2.558012703    0.2908260987   0.03534092114  0.002125661106 1.05189216     0.2857734024   106.9701071    73.64726532    1.719416283    
285      I1         0.8414926297   1.661443372    4.432868669    0.9614109575   0.4067010932   9.391928479    1.14470054     2.591336595    0.8642558191   0.1343363818   0.2390967845   0.1953837391   0.5459653344   77.93742235    118.8929437    1.918716712    
286      I1         0.5937185563   1.487285369    3.253518959    0.1646286199   0.607010724    6.409110143    2.826130043    2.841516475    1.026619361    0.06764849255  0.7320716377   0.5191594362   0.09465582145  271.368215     81.54882802    2.112421324    
287      I1         1.811396034    2.288418569    4.454172702    0.6578579263   0.949165208    7.978424054    1.80008991     1.037282727    0.2780170959   0.1499582383   0.2534734137   0.06526305084  0.4329058163   66.01806231    26.10897726    1.736480723    
288      I1         0.728718011    2.333158098    3.287586518    0.4563962076   0.3617422335   7.03016898     1.132762913    3.156081998    1.958958951    0.01342087327  0.2311654336   0.2419145556   0.5049664941   230.4755842    85.0019169     1.806263584    
289      I1         1.574434238    2.298393316    3.282973026    0.3091048798   0.8759965862   5.774861325    3.388996575    1.582097928    1.068088119    0.0524208257   0.2701244713   0.1235298718   0.7667880125   4.395865963    61.98398586    0.5167307436   
290      I1         1.244751552    2.529878567    2.996022772    0.5035474146   0.9379771955   3.831712223    2.60466547     1.688532865    1.115973053    0.0227143909   0.3267196591   0.4199412228   0.5376455967   102.4992211    12.98083013    1.213824172    
291      I1         1.79550917     1.558553607    3.667595332    0.3476104215   0.04468927487  0.8342739093   1.53496941     2.684188337    2.662476514    0.1237067563   0.2649223097   0.636817604    0.7112637507   155.0399954    3.350233301    1.329370743    
292      I1         1.266159008    1.892177349    3.424068791    0.4832078674   0.2025505396   1.149210547    3.327272653    1.619660636    0.2501992066   0.1322142796   0.7143709127   0.046464631    0.1997369695   128.3443319    5.378239909    1.873791546    
293      I1         0.7579706501   1.169199313    3.042674409    0.2605007178   0.4123488404   1.231381987    2.724764023    3.473491156    1.505656796    0.1464069829   0.895426609    0.6404883219   0.9699588903   206.5415876    72.06256244    1.347408637    
294      I1         1.636678545    2.635292786    3.771107536    0.6478459703   0.4273640679   6.903781316    1.160345849    3.478063229    2.029131928    0.0135951224   0.8175570273   0.6053278961   0.1468944237   220.102535     130.7792936    2.50402408     
295      I1         0.600299416    1.780657403    3.91705676     0.7772854328   0.4435392042   3.991173488    3.243481794    1.652233814    1.376794623    0.00292329938  0.2586801996   0.1124067808   0.1876561657   165.2031227    22.68654429    2.197005338    
296      I1         0.6501714999   1.425525521    3.571354347    0.1717771929   0.3997498947   4.630881637    2.782450497    2.217505176    1.03196887     0.1140883631   0.01076259456  0.8484771149   0.03894247436  107.411467     60.52660048    2.035638747    
297      I1         1.822802265    2.538197415    3.45754666     0.9125552918   0.03002443055  4.846555464    3.232414968    3.325646255    1.655546048    0.1231488017   0.668203699    0.803983036    0.67969083     72.77584449    74.84681682    0.9550215648   
298      I1         0.6263816946   1.623563135    4.006081118    0.3534372038   0.3414620436   0.3695975357   1.204817825    2.114067419    0.7516359747   0.0006787303254 0.04361572623  0.9196338404   0.7896340541   292.3383083    21.42756458    1.663242517    
299      I1         0.6847636401   2.324481988    4.01903848     0.1205591682   0.01958054421  3.251303546    2.057926537    2.411801312    1.097155965    0.09242968295  0.9779392776   0.9822111274   0.3922257789   200.742461     66.39812464    1.85441607     
300      I1         0.3177406747   1.162088808    3.260898568    0.6238800601   0.2271843178   7.516776562    2.131953858    1.073844788    2.043742134    0.1263313086   0.2259792969   0.1153251592   0.2505218653   68.1706529     41.20527642    2.067529649    
301      I1         1.905555556    2.227777778    2.611111111    0.5            0.9718518519   3.95           2.990740741    3.083333333    2.944444444    0.008333333333 0.275          0.02122222222  0.9718518519   5.555555556    108.3611111    0.4511273411   
302      I1         1.77962963     1.912962963    2.611111111    0.6088888889   0.02814814815  5.05           2.898148148    2.805555556    0.8333333333   0.008333333333 0.495          1.082333333    0.9718518519   250            102.8092593    0.4149872004   
303      I1         1.77962963     2.605555556    2.833333333    0.6814814815   0.9718518519   8.35           2.990740741    2.527777778    2.166666667    0.1416666667   0.01833333333  1.082333333    0.9718518519   16.66666667    108.3611111    0.4415632916   
304      I1         1.905555556    1.535185185    2.833333333    0.5            0.9718518519   6.883333333    2.805555556    2.805555556    2.166666667    0.008333333333 0.495          0.02122222222  0.9718518519   283.3333333    102.8092593    0.3840789128   
305      I1         1.716666667    2.668518519    3.12962963     0.02814814815  0.2822222222   2.85           3.083333333    2.805555556    0.1666666667   0.1416666667   0.055          0.06366666667  0.9718518519   5.555555556    102.8092593    0.6861771288   
306      I1         1.842592593    2.668518519    2.611111111    0.3185185185   0.9718518519   9.45           2.898148148    2.25           2.833333333    0.05833333333  0.385          0.06366666667  0.9718518519   50             58.39444444    0.435238548    
307      I1         1.77962963     2.605555556    3.12962963     0.06444444444  0.9718518519   9.45           2.805555556    2.805555556    1.5            0.008333333333 0.385          0.02122222222  0.9718518519   5.555555556    141.6722222    0.4641863829   
308      I1         1.77962963     2.605555556    2.537037037    0.7177777778   0.9718518519   9.45           2.712962963    2.805555556    1.5            0.008333333333 0.165          0.02122222222  0.9718518519   16.66666667    41.73888889    0.3727009239   
309      I1         1.716666667    2.605555556    2.537037037    0.5            0.9718518519   9.45           2.712962963    2.805555556    0.8333333333   0.1416666667   0.165          0.02122222222  0.9718518519   5.555555556    108.3611111    0.4440489139   
310      I1         1.905555556    2.605555556    2.537037037    0.7903703704   0.02814814815  9.45           2.712962963    2.527777778    2.166666667    0.008333333333 0.055          0.02122222222  0.9718518519   16.66666667    108.3611111    0.3510114001   
311      I1         1.905555556    2.605555556    2.611111111    0.6814814815   0.9718518519   9.45           2.712962963    2.805555556    2.166666667    0.008333333333 0.275          0.02122222222  0.9718518519   250            102.8092593    0.3860477457   
312      I1         1.905555556    2.668518519    2.537037037    0.6088888889   0.9718518519   0.65           2.898148148    3.083333333    1.5            0.008333333333 0.275          0.02122222222  0.9718518519   150            125.0166667    0.398946263    
313      I1         1.590740741    1.472222222    2.537037037    0.8266666667   0.02814814815  9.45           3.083333333    2.805555556    1.833333333    0.008333333333 0.055          0.02122222222  0.9718518519   5.555555556    108.3611111    0.4275285001   
314      I1         1.716666667    2.605555556    3.055555556    0.2096296296   0.9718518519   0.65           3.361111111    2.805555556    1.5            0.008333333333 0.6783333333   0.02122222222  0.9718518519   5.555555556    41.73888889    0.4150610691   
315      I1         1.716666667    2.605555556    3.055555556    0.2459259259   0.9718518519   9.816666667    3.361111111    2.25           2.166666667    0.1416666667   0.715          0.02122222222  0.9718518519   5.555555556    108.3611111    0.4375815208   
316      I1         1.716666667    2.605555556    2.611111111    0.2822222222   0.9718518519   0.65           2.805555556    2.25           2.166666667    0.002777777778 0.6783333333   0.02122222222  0.9718518519   5.555555556    108.3611111    0.3926401983   
317      I1         1.527777778    2.668518519    2.611111111    0.1007407407   0.9718518519   9.45           3.361111111    2.805555556    2.166666667    0.008333333333 0.6783333333   0.02122222222  0.9355555556   5.555555556    58.39444444    0.4250164935   
318      I1         1.653703704    2.605555556    2.611111111    0.2822222222   0.9718518519   0.65           3.083333333    2.25           2.166666667    0.1416666667   0.6783333333   0.02122222222  0.9718518519   5.555555556    8.427777778    0.396621075    
319      I1         1.716666667    2.668518519    2.611111111    0.1733333333   0.9718518519   0.65           2.805555556    2.805555556    2.166666667    0.1416666667   0.6783333333   0.02122222222  0.9718518519   5.555555556    58.39444444    0.3822305062   
320      I1         1.905555556    2.227777778    2.537037037    0.7177777778   0.9718518519   0.65           2.712962963    2.25           1.5            0.008333333333 0.055          0.02122222222  0.9718518519   5.555555556    108.3611111    0.364683889    
321      I1         1.716666667    2.605555556    2.611111111    0.1733333333   0.9718518519   0.65           2.990740741    1.972222222    2.166666667    0.1416666667   0.6783333333   1.124777778    0.9718518519   5.555555556    108.3611111    0.4652532934   
322      I1         1.716666667    2.605555556    2.611111111    0.2096296296   0.9718518519   9.45           3.083333333    2.25           0.8333333333   0.1416666667   0.6783333333   0.02122222222  0.9718518519   5.555555556    25.08333333    0.414095235    
323      I1         1.842592593    1.094444444    2.611111111    0.2822222222   0.9718518519   0.65           2.805555556    2.25           2.166666667    0.09166666667  0.6783333333   0.02122222222  0.9718518519   5.555555556    75.05          0.5042626107   
324      I1         1.905555556    2.605555556    2.611111111    0.5            0.9718518519   9.45           2.805555556    2.805555556    1.166666667    0.1416666667   0.6783333333   0.02122222222  0.9718518519   294.4444444    102.8092593    0.3985386082   
325      I1         1.842592593    2.605555556    2.611111111    0.8992592593   0.9718518519   9.45           2.805555556    3.083333333    1.833333333    0.008333333333 0.055          0.02122222222  0.9718518519   5.555555556    108.3611111    0.4102615562   
326      I1         1.527777778    2.668518519    2.611111111    0.2096296296   0.9718518519   0.65           3.268518519    3.083333333    2.166666667    0.1416666667   0.385          0.02122222222  0.9355555556   5.555555556    25.08333333    0.5109638964   
327      I1         1.716666667    2.668518519    2.833333333    0.2096296296   0.9718518519   7.25           2.805555556    1.694444444    2.833333333    0.008333333333 0.825          0.02122222222  0.9718518519   5.555555556    41.73888889    0.3900128643   
328      I1         1.527777778    2.668518519    3.055555556    0.02814814815  0.9718518519   0.65           3.083333333    1.972222222    1.833333333    0.008333333333 0.6783333333   0.02122222222  0.8266666667   5.555555556    91.70555556    0.5684851223   
329      I1         1.716666667    2.668518519    2.611111111    0.2822222222   0.9718518519   9.45           3.083333333    3.083333333    2.166666667    0.002777777778 0.715          0.02122222222  0.862962963    5.555555556    75.05          0.4762673815   
330      I1         1.905555556    2.605555556    2.537037037    0.6814814815   0.9718518519   9.45           2.712962963    1.138888889    1.833333333    0.008333333333 0.055          0.06366666667  0.9718518519   5.555555556    108.3611111    0.3754810069   
331      I1         1.77962963     2.605555556    2.537037037    0.7177777778   0.9718518519   3.95           2.712962963    2.527777778    2.833333333    0.008333333333 0.055          0.06366666667  0.9718518519   5.555555556    108.3611111    0.3566684891   
332      I1         1.905555556    2.605555556    2.611111111    0.7177777778   0.9718518519   7.25           2.712962963    2.527777778    1.833333333    0.008333333333 0.2383333333   0.02122222222  0.9718518519   5.555555556    141.6722222    0.3459960519   
333      I1         1.905555556    1.094444444    2.537037037    0.6814814815   0.9718518519   7.25           2.712962963    2.805555556    2.166666667    0.1416666667   0.275          1.124777778    0.9718518519   283.3333333    141.6722222    0.3903512689   
334      I1         1.527777778    1.472222222    2.611111111    0.7903703704   0.9718518519   7.25           2.990740741    3.361111111    2.166666667    0.008333333333 0.385          1.124777778    0.9718518519   294.4444444    141.6722222    0.5095146386   
335      I1         1.968518519    2.605555556    2.537037037    0.7177777778   0.9718518519   7.25           2.712962963    2.527777778    1.833333333    0.1416666667   0.275          0.02122222222  0.9718518519   16.66666667    108.3611111    0.3386077172   
336      I1         1.968518519    2.605555556    2.611111111    0.7177777778   0.9718518519   7.25           2.712962963    2.527777778    1.833333333    0.1416666667   0.055          0.02122222222  0.9718518519   5.555555556    141.6722222    0.3466836065   
337      I1         1.905555556    2.227777778    2.537037037    0.6814814815   0.02814814815  7.25           2.712962963    3.083333333    1.5            0.1416666667   0.275          0.02122222222  0.9718518519   283.3333333    108.3611111    0.4005460784   
338      I1         1.77962963     2.605555556    2.537037037    0.8266666667   0.9718518519   7.25           2.990740741    2.25           2.833333333    0.1416666667   0.275          0.06366666667  0.9718518519   5.555555556    141.6722222    0.3793742986   
339      I1         1.905555556    2.605555556    2.537037037    0.7177777778   0.9718518519   5.05           2.712962963    2.527777778    1.833333333    0.04166666667  0.165          0.02122222222  0.9718518519   5.555555556    108.3611111    0.336711471    
340      I1         1.905555556    2.038888889    2.611111111    0.6088888889   0.9718518519   0.65           2.712962963    2.805555556    2.166666667    0.1416666667   0.6783333333   0.02122222222  0.9718518519   283.3333333    102.8092593    0.3854365006   
341      I1         1.716666667    1.661111111    2.611111111    0.5725925926   0.9718518519   9.45           2.990740741    2.25           2.166666667    0.1416666667   0.6783333333   0.06366666667  0.9718518519   294.4444444    141.6722222    0.4270378447   
342      I1         1.905555556    2.605555556    2.537037037    0.7903703704   0.02814814815  7.25           2.712962963    2.527777778    2.833333333    0.008333333333 0.165          1.082333333    0.9718518519   5.555555556    141.6722222    0.3416315249   
343      I1         1.527777778    2.605555556    2.537037037    0.9355555556   0.02814814815  7.25           2.898148148    2.527777778    2.833333333    0.008333333333 0.055          1.124777778    0.9718518519   5.555555556    141.6722222    0.5140476803   
344      I1         1.905555556    1.094444444    2.537037037    0.7177777778   0.02814814815  9.45           2.712962963    3.083333333    2.833333333    0.04166666667  0.055          1.124777778    0.9718518519   5.555555556    141.6722222    0.386705741    
345      I1         1.905555556    1.85           2.537037037    0.7903703704   0.02814814815  7.25           2.712962963    2.527777778    2.833333333    0.04166666667  0.275          1.082333333    0.9718518519   116.6666667    102.8092593    0.3673452836   
346      I1         1.77962963     2.605555556    2.611111111    0.3185185185   0.9718518519   3.95           2.805555556    2.25           2.166666667    0.1416666667   0.715          0.02122222222  0.9718518519   294.4444444    8.427777778    0.3984359385   
347      I1         1.77962963     1.85           2.611111111    0.6814814815   0.9718518519   7.25           2.805555556    3.083333333    2.166666667    0.008333333333 0.6783333333   0.02122222222  0.9718518519   283.3333333    8.427777778    0.4066992901   
348      I1         1.716666667    2.605555556    2.537037037    0.7177777778   0.9718518519   2.85           3.083333333    2.805555556    1.833333333    0.1416666667   0.6783333333   0.02122222222  0.9718518519   5.555555556    8.427777778    0.4044510081   
349      I1         1.842592593    2.605555556    2.611111111    0.5            0.9718518519   2.85           2.805555556    2.805555556    0.9444444444   0.1416666667   0.6783333333   0.02122222222  0.9718518519   216.6666667    8.427777778    0.3808151702   
350      I1         1.905555556    1.094444444    2.537037037    0.7903703704   0.9718518519   5.05           2.712962963    1.972222222    2.5            0.04166666667  0.165          0.02122222222  0.9355555556   5.555555556    141.6722222    0.440166141    
351      I1         1.716666667    2.605555556    2.537037037    0.1733333333   0.02814814815  9.45           3.083333333    2.805555556    2.5            0.002777777778 0.715          0.02122222222  0.9718518519   294.4444444    141.6722222    0.4579018409   
352      I1         1.716666667    2.668518519    2.611111111    0.1733333333   0.02814814815  5.05           2.990740741    2.25           2.833333333    0.1416666667   0.825          0.02122222222  0.9718518519   5.555555556    25.08333333    0.370664226    
353      I1         1.716666667    2.605555556    2.611111111    0.3185185185   0.02814814815  9.45           3.268518519    2.25           1.833333333    0.008333333333 0.715          0.02122222222  0.9718518519   294.4444444    8.427777778    0.4489734365   
354      I1         1.716666667    2.605555556    2.537037037    0.02814814815  0.9718518519   9.45           3.268518519    2.527777778    2.833333333    0.1416666667   0.935          0.02122222222  0.9718518519   183.3333333    8.427777778    0.4349238587   
355      I1         1.905555556    2.605555556    2.537037037    0.6451851852   0.02814814815  0.65           2.712962963    2.25           2.166666667    0.1416666667   0.385          0.06366666667  0.9718518519   5.555555556    141.6722222    0.3476741731   
356      I1         1.464814815    2.605555556    2.611111111    0.6088888889   0.02814814815  2.85           3.453703704    2.25           1.833333333    0.008333333333 0.275          0.02122222222  0.9718518519   5.555555556    141.6722222    0.4355319338   
357      I1         1.905555556    2.605555556    2.537037037    0.6088888889   0.02814814815  2.85           2.712962963    2.25           1.833333333    0.1416666667   0.715          0.02122222222  0.9718518519   16.66666667    102.8092593    0.3451989099   
358      I1         1.716666667    2.668518519    2.537037037    0.6088888889   0.02814814815  2.85           3.083333333    2.527777778    1.833333333    0.1416666667   0.825          0.02122222222  0.9718518519   5.555555556    141.6722222    0.4180493874   
359      I1         1.968518519    1.472222222    2.537037037    0.6814814815   0.02814814815  8.35           2.805555556    2.527777778    1.833333333    0.008333333333 0.715          0.02122222222  0.9718518519   283.3333333    141.6722222    0.384367288    
360      I1         1.968518519    1.472222222    2.537037037    0.7177777778   0.9718518519   9.45           2.805555556    2.805555556    1.833333333    0.1416666667   0.6783333333   1.124777778    0.9718518519   283.3333333    108.3611111    0.3891802118   
361      I1         1.905555556    2.605555556    2.537037037    0.5725925926   0.9718518519   2.85           2.805555556    1.972222222    1.833333333    0.008333333333 0.715          0.02122222222  0.9718518519   216.6666667    102.8092593    0.3608775934   
362      I1         1.77962963     1.094444444    2.537037037    0.8266666667   0.02814814815  9.45           3.361111111    2.527777778    1.833333333    0.008333333333 0.715          0.02122222222  0.9718518519   294.4444444    108.3611111    0.4625555468   
363      I1         1.905555556    2.605555556    2.537037037    0.6814814815   0.02814814815  9.45           2.805555556    2.805555556    2.833333333    0.04166666667  0.715          0.02122222222  0.9718518519   216.6666667    102.8092593    0.3794786431   
364      I1         1.842592593    2.605555556    3.055555556    0.5            0.02814814815  2.85           2.990740741    2.805555556    1.833333333    0.008333333333 0.935          0.02122222222  0.9718518519   294.4444444    141.6722222    0.4121421302   
365      I1         1.905555556    2.038888889    3.055555556    0.7177777778   0.9718518519   7.25           2.898148148    2.805555556    1.5            0.008333333333 0.6783333333   0.02122222222  0.9718518519   294.4444444    141.6722222    0.391823068    
366      I1         1.905555556    2.038888889    2.537037037    0.6814814815   0.9718518519   7.25           3.083333333    3.361111111    1.833333333    0.008333333333 0.715          0.02122222222  0.9718518519   294.4444444    108.3611111    0.4099623221   
367      I1         1.968518519    2.038888889    2.611111111    0.7177777778   0.02814814815  7.25           2.805555556    2.25           1.833333333    0.1416666667   0.6783333333   1.124777778    0.9718518519   283.3333333    147.2240741    0.3762681471   
368      I1         1.905555556    1.094444444    2.611111111    0.7177777778   0.02814814815  7.25           2.805555556    2.805555556    1.833333333    0.1472222222   0.6783333333   0.02122222222  0.9718518519   216.6666667    102.8092593    0.3905625826   
369      I1         1.77962963     2.038888889    2.611111111    0.7177777778   0.02814814815  7.25           2.805555556    2.25           1.833333333    0.008333333333 0.6783333333   0.02122222222  0.9718518519   294.4444444    141.6722222    0.4034273018   
370      I1         1.905555556    1.85           2.833333333    0.5            0.02814814815  9.45           2.805555556    1.972222222    1.833333333    0.008333333333 0.7883333333   0.02122222222  0.9718518519   294.4444444    102.8092593    0.3896498935   
371      I1         1.905555556    1.472222222    2.611111111    0.6814814815   0.02814814815  9.45           2.805555556    2.805555556    1.833333333    0.008333333333 0.6783333333   0.02122222222  0.862962963    294.4444444    141.6722222    0.5276016553   
372      I1         1.905555556    2.668518519    2.537037037    0.6088888889   0.9718518519   0.65           2.527777778    2.25           2.166666667    0.008333333333 0.275          0.02122222222  0.9718518519   5.555555556    41.73888889    0.3692830222   
373      I1         1.842592593    2.605555556    3.055555556    0.06444444444  0.9718518519   2.85           2.805555556    2.527777778    0.9444444444   0.1083333333   0.935          0.02122222222  0.9718518519   294.4444444    91.70555556    0.383698509    
374      I1         1.842592593    2.668518519    3.055555556    0.2822222222   0.9718518519   1.75           2.805555556    2.25           1.833333333    0.1416666667   0.935          0.02122222222  0.9718518519   205.5555556    58.39444444    0.3927799723   
375      I1         1.527777778    2.605555556    2.537037037    0.7177777778   0.02814814815  2.85           3.083333333    2.805555556    2.166666667    0.008333333333 0.055          0.02122222222  0.9718518519   5.555555556    2.875925926    0.3885836586   
376      I1         1.905555556    2.605555556    2.537037037    0.7177777778   0.02814814815  7.25           2.712962963    2.805555556    2.166666667    0.1416666667   0.275          0.02122222222  0.9718518519   5.555555556    8.427777778    0.3243585615   
377      I1         1.716666667    2.605555556    2.537037037    0.8992592593   0.02814814815  7.25           2.805555556    2.805555556    2.5            0.1416666667   0.055          0.02122222222  0.9718518519   5.555555556    8.427777778    0.3872381245   
378      I1         1.716666667    2.605555556    2.537037037    0.7177777778   0.02814814815  9.45           3.361111111    2.25           2.833333333    0.008333333333 0.275          0.02122222222  0.9718518519   5.555555556    2.875925926    0.4061443577   
379      I1         1.905555556    2.668518519    2.537037037    0.6088888889   0.02814814815  5.05           2.527777778    2.527777778    2.166666667    0.008333333333 0.055          0.02122222222  0.9718518519   5.555555556    41.73888889    0.3219395088   
380      I1         1.842592593    2.605555556    2.537037037    0.7177777778   0.02814814815  2.85           2.712962963    2.805555556    1.833333333    0.008333333333 0.275          0.02122222222  0.9718518519   16.66666667    8.427777778    0.3343800963   
381      I1         1.716666667    2.605555556    2.537037037    0.6814814815   0.02814814815  6.15           2.805555556    2.805555556    1.833333333    0.008333333333 0.055          0.02122222222  0.862962963    5.555555556    8.427777778    0.3982318304   
382      I1         1.905555556    2.605555556    2.611111111    0.02814814815  0.9718518519   2.85           2.805555556    2.527777778    0.9444444444   0.008333333333 0.715          0.02122222222  0.9718518519   294.4444444    8.427777778    0.3824840227   
383      I1         1.716666667    2.605555556    2.537037037    0.06444444444  0.9718518519   0.65           2.990740741    2.527777778    0.8333333333   0.008333333333 0.935          0.02122222222  0.9718518519   294.4444444    41.73888889    0.4705440222   
384      I1         1.968518519    2.605555556    2.537037037    0.5362962963   0.02814814815  2.85           2.25           2.25           2.166666667    0.008333333333 0.055          1.082333333    0.9718518519   5.555555556    141.6722222    0.4199954623   
385      I1         1.527777778    2.605555556    2.537037037    0.8266666667   0.9718518519   5.05           3.453703704    2.25           0.1666666667   0.1083333333   0.01833333333  0.06366666667  0.9718518519   5.555555556    141.6722222    0.4350731245   
