%eval_id interface log__t_efold_shallow log__t_efold_soil log__t_efold_karst f_exfiltration_shallow f_exfiltration_soil PDD_melt_factor log__H0_pdm_shallow log__H0_pdm_soil log__fdd_threshold snow_insulation_k f_tile_soil    log__tau_tile  recession_b    neg_kge        
290      I1         0.8480205554   2.564005466    2.906036344    0.1586357021   0.7807575394   4.126543821    2.583368745    1.218294135    2.77372457     0.1140883631   0.2701244713   0.05301221558  3.293113381    1.094539105    
291      I1         1.160758497    1.005001595    3.439605621    0.5763089343   0.4435392042   2.505893795    2.60466547     2.929783932    2.392545753    0.1397760005   0.686605707    0.2490722397   2.452125483    1.449385903    
292      I1         0.9870801418   2.364682212    4.053596237    0.3745234011   0.07942275114  9.688580275    1.090770128    2.307406288    1.662691566    0.1300090171   0.2847020287   0.8766727676   1.830899776    1.820978017    
293      I1         1.645442561    2.653075503    2.719834169    0.1339867501   0.2819903394   0.3695975357   2.87143989     3.372664795    1.237985725    0.07305322574  0.01544124633  0.755336269    2.497463872    0.5277434464   
294      I1         1.205255055    2.444789642    2.83496418     0.307045893    0.6483402606   7.534625544    3.327272653    1.468210805    0.4238099832   0.127227939    0.3927408071   0.8932604974   1.791037729    0.9608446744   
295      I1         1.112249205    1.162088808    4.406230546    0.0138220575   0.1890601572   1.845591962    2.374188924    1.073844788    0.2488491971   0.1177357849   0.8513108      0.2123935679   2.963498822    1.520580861    
296      I1         0.9657950803   2.480325566    4.172137493    0.5638427568   0.5544699285   2.212150905    2.145568572    3.129949977    0.3916544408   0.005011447635 0.4664585421   0.4452232619   2.749600235    1.535383886    
297      I1         0.7461268417   2.148702014    4.334839097    0.8162194583   0.2417438303   8.194513123    1.897459978    3.247583164    1.923184167    0.02224212373  0.09156502464  0.6438503953   1.909105598    1.759161239    
298      I1         0.8192857502   1.941346502    2.544647477    0.9105767505   0.356885533    8.716605469    3.40027001     2.119979409    0.2344448061   0.04139225524  0.909397407    0.9049074618   2.522636418    1.931776257    
299      I1         1.550696324    2.58541142     4.064944398    0.06021600091  0.3221937678   5.220264853    1.474446234    1.862549122    0.3588761318   0.1133079901   0.1926479054   0.6003779156   2.12637753     1.658568874    
300      I1         1.764753117    2.112643846    2.761519739    0.5788593947   0.367962828    2.946877912    1.741723812    2.238241584    0.2501992066   0.1071671306   0.3651083536   0.1083247658   2.446724865    1.771572578    
301      I1         1.338888889    1.031481481    2.833333333    0.02814814815  0.02814814815  4.683333333    3.083333333    3.453703704    2.944444444    0.1138888889   0.01833333333  1.124777778    2.37962963     0.8041448773   
302      I1         1.338888889    2.668518519    3.203703704    0.1007407407   0.02814814815  4.316666667    2.990740741    3.361111111    1.166666667    0.05277777778  0.01833333333  0.02122222222  2.657407407    0.402405617    
303      I1         1.401851852    2.668518519    2.537037037    0.137037037    0.02814814815  6.15           2.898148148    3.268518519    2.5            0.025          0.01833333333  1.124777778    3.212962963    0.4162487206   
304      I1         1.338888889    2.668518519    2.537037037    0.1733333333   0.9718518519   6.15           2.805555556    3.453703704    2.388888889    0.05277777778  0.01833333333  1.124777778    1.731481481    0.344660189    
305      I1         1.212962963    2.668518519    2.981481481    0.1733333333   0.9718518519   7.25           2.805555556    3.453703704    2.944444444    0.04166666667  0.01833333333  1.124777778    3.212962963    0.308019335    
306      I1         0.8981481481   2.668518519    4.462962963    0.06444444444  0.9718518519   7.25           2.990740741    3.453703704    2.944444444    0.09166666667  0.01833333333  0.3607777778   3.953703704    0.2786607251   
307      I1         1.338888889    2.668518519    2.833333333    0.1007407407   0.9718518519   3.216666667    2.990740741    3.453703704    2.944444444    0.008333333333 0.01833333333  0.02122222222  3.953703704    0.3365489234   
308      I1         1.212962963    2.668518519    2.833333333    0.1733333333   0.3185185185   3.216666667    2.898148148    3.453703704    2.944444444    0.01388888889  0.01833333333  0.02122222222  1.638888889    0.3821402395   
309      I1         0.8981481481   2.668518519    3.796296296    0.06444444444  0.02814814815  7.25           2.805555556    3.453703704    2.944444444    0.04722222222  0.01833333333  0.3607777778   3.953703704    0.6147170235   
310      I1         0.3314814815   2.605555556    4.462962963    0.02814814815  0.6814814815   7.25           2.805555556    3.453703704    2.944444444    0.1472222222   0.01833333333  0.3607777778   2.287037037    0.6179682414   
311      I1         1.15           2.668518519    4.166666667    0.1007407407   0.9718518519   6.883333333    3.083333333    3.453703704    2.944444444    0.1027777778   0.01833333333  0.02122222222  3.12037037     0.3367329328   
312      I1         0.8981481481   2.668518519    3.12962963     0.02814814815  0.9718518519   3.216666667    3.083333333    3.453703704    2.944444444    0.09166666667  0.055          1.124777778    3.12037037     0.3099505242   
313      I1         1.401851852    2.668518519    2.611111111    0.06444444444  0.9718518519   7.983333333    2.990740741    3.453703704    2.944444444    0.03055555556  0.01833333333  0.06366666667  3.212962963    0.3768504814   
314      I1         1.087037037    2.668518519    3.12962963     0.1007407407   0.9718518519   3.216666667    3.083333333    3.453703704    2.944444444    0.06388888889  0.01833333333  0.8276666667   3.861111111    0.3165633719   
315      I1         0.8981481481   2.668518519    4.388888889    0.06444444444  0.9718518519   3.216666667    2.898148148    3.453703704    2.944444444    0.09166666667  0.01833333333  1.124777778    2.287037037    0.4273052607   
316      I1         1.087037037    2.668518519    3.12962963     0.137037037    0.9718518519   7.25           3.268518519    3.453703704    2.944444444    0.04166666667  0.01833333333  0.02122222222  3.861111111    0.3217302937   
317      I1         0.8981481481   2.668518519    3.12962963     0.02814814815  0.9718518519   7.25           3.083333333    3.453703704    2.944444444    0.09166666667  0.1283333333   1.124777778    3.953703704    0.2969249721   
318      I1         0.8981481481   1.031481481    4.166666667    0.02814814815  0.9718518519   5.05           3.268518519    3.453703704    2.944444444    0.04722222222  0.01833333333  0.06366666667  3.953703704    0.4459959936   
319      I1         1.212962963    2.668518519    2.833333333    0.1733333333   0.9718518519   3.216666667    3.083333333    3.453703704    2.944444444    0.05277777778  0.01833333333  0.02122222222  2.842592593    0.3253927483   
320      I1         1.401851852    2.668518519    2.537037037    0.02814814815  0.02814814815  0.65           3.083333333    2.712962963    2.944444444    0.05277777778  0.165          0.7852222222   1.546296296    0.4148096735   
321      I1         1.275925926    2.668518519    2.537037037    0.06444444444  0.9718518519   5.05           2.805555556    3.453703704    2.944444444    0.002777777778 0.01833333333  1.124777778    2.287037037    0.2894704733   
322      I1         1.212962963    2.668518519    2.611111111    0.02814814815  0.9718518519   3.95           2.990740741    3.453703704    2.944444444    0.025          0.1283333333   1.124777778    2.287037037    0.3742855263   
323      I1         1.401851852    2.668518519    3.87037037     0.06444444444  0.02814814815  0.65           3.361111111    1.046296296    2.944444444    0.1027777778   0.01833333333  0.02122222222  2.287037037    0.4809312039   
324      I1         0.3944444444   2.227777778    3.944444444    0.02814814815  0.02814814815  3.216666667    3.268518519    3.453703704    2.944444444    0.1472222222   0.01833333333  0.3607777778   3.953703704    0.8213988757   
325      I1         0.8981481481   2.668518519    3.12962963     0.02814814815  0.9718518519   7.25           2.712962963    3.453703704    1.833333333    0.1416666667   0.01833333333  1.124777778    3.490740741    0.4028530695   
326      I1         1.087037037    2.668518519    3.203703704    0.02814814815  0.2822222222   6.883333333    3.083333333    2.342592593    2.055555556    0.125          0.01833333333  1.124777778    3.212962963    0.2846943924   
327      I1         0.9611111111   1.472222222    3.796296296    0.02814814815  0.9718518519   7.25           2.990740741    2.62037037     2.944444444    0.04722222222  0.09166666667  1.124777778    3.953703704    0.299291501    
328      I1         1.212962963    2.668518519    2.537037037    0.02814814815  0.3911111111   6.883333333    2.990740741    2.62037037     2.055555556    0.04166666667  0.01833333333  1.124777778    1.916666667    0.300782459    
329      I1         1.338888889    2.668518519    2.907407407    0.02814814815  0.1733333333   6.883333333    2.990740741    2.25           2.944444444    0.1027777778   0.01833333333  0.1061111111   3.212962963    0.2547396214   
330      I1         1.338888889    2.668518519    2.833333333    0.02814814815  0.3185185185   5.05           2.990740741    1.787037037    2.944444444    0.06944444444  0.01833333333  1.124777778    3.490740741    0.3934042303   
331      I1         1.338888889    2.668518519    3.203703704    0.02814814815  0.06444444444  6.883333333    2.990740741    2.25           2.944444444    0.1027777778   0.01833333333  0.02122222222  2.287037037    0.2494095591   
332      I1         0.5833333333   2.668518519    3.12962963     0.02814814815  0.3185185185   8.35           2.805555556    2.898148148    2.944444444    0.1472222222   0.09166666667  1.124777778    3.953703704    0.3674936268   
333      I1         1.212962963    1.031481481    3.944444444    0.02814814815  0.06444444444  0.65           3.175925926    1.787037037    2.944444444    0.1472222222   0.01833333333  0.02122222222  3.768518519    0.3554724402   
334      I1         1.15           2.668518519    3.87037037     0.02814814815  0.3185185185   1.016666667    3.083333333    2.342592593    2.055555556    0.1361111111   0.01833333333  0.02122222222  3.305555556    0.2970322477   
335      I1         1.15           2.668518519    4.166666667    0.02814814815  0.3185185185   7.983333333    3.175925926    2.342592593    2.944444444    0.1361111111   0.055          0.02122222222  3.953703704    0.2503972196   
336      I1         1.212962963    2.668518519    3.055555556    0.1007407407   0.3185185185   6.883333333    3.083333333    2.712962963    2.944444444    0.1027777778   0.01833333333  0.02122222222  3.027777778    0.3209719953   
337      I1         1.401851852    2.668518519    3.5            0.02814814815  0.02814814815  7.25           3.083333333    2.157407407    2.944444444    0.04722222222  0.01833333333  0.02122222222  3.768518519    0.2745966451   
338      I1         1.275925926    2.668518519    3.87037037     0.02814814815  0.02814814815  7.25           3.268518519    1.787037037    0.1666666667   0.1472222222   0.01833333333  0.02122222222  3.861111111    0.5205186063   
339      I1         0.8981481481   1.472222222    4.462962963    0.02814814815  0.9718518519   9.816666667    3.083333333    2.527777778    2.944444444    0.1472222222   0.09166666667  0.3607777778   3.953703704    0.3449519426   
340      I1         1.15           2.668518519    4.166666667    0.02814814815  0.02814814815  6.883333333    3.083333333    1.972222222    2.944444444    0.1472222222   0.1283333333   0.7852222222   3.953703704    0.3833724523   
341      I1         1.464814815    1.031481481    2.907407407    0.02814814815  0.9718518519   0.65           3.083333333    1.87962963     2.944444444    0.1416666667   0.01833333333  1.124777778    2.287037037    0.4705623103   
342      I1         0.5833333333   1.031481481    4.462962963    0.02814814815  0.5            9.083333333    2.805555556    2.712962963    2.944444444    0.1472222222   0.01833333333  1.124777778    3.953703704    0.3860379431   
343      I1         1.087037037    2.668518519    4.240740741    0.02814814815  0.9718518519   7.25           3.083333333    2.898148148    2.944444444    0.04722222222  0.055          0.02122222222  3.953703704    0.2904741243   
344      I1         0.9611111111   1.031481481    4.314814815    0.02814814815  0.6451851852   7.25           3.268518519    1.972222222    2.944444444    0.1472222222   0.09166666667  1.124777778    3.953703704    0.3343008658   
345      I1         1.401851852    1.031481481    3.5            0.02814814815  0.1733333333   6.883333333    3.083333333    1.509259259    2.944444444    0.1472222222   0.01833333333  0.02122222222  2.287037037    0.3551122076   
346      I1         1.15           1.535185185    2.611111111    0.02814814815  0.1733333333   0.2833333333   2.990740741    2.25           0.1666666667   0.1361111111   0.01833333333  1.124777778    1.546296296    0.5710120614   
347      I1         0.9611111111   2.668518519    4.166666667    0.02814814815  0.6451851852   9.816666667    2.990740741    3.361111111    2.944444444    0.04722222222  0.09166666667  0.02122222222  3.953703704    0.3239949275   
348      I1         1.401851852    2.668518519    3.648148148    0.02814814815  0.1733333333   6.883333333    3.083333333    2.157407407    2.944444444    0.09722222222  0.01833333333  0.02122222222  3.305555556    0.2726107467   
349      I1         1.15           1.535185185    3.796296296    0.02814814815  0.2822222222   9.45           2.990740741    1.787037037    2.944444444    0.09722222222  0.01833333333  0.02122222222  3.953703704    0.3710684117   
350      I1         1.15           2.668518519    2.907407407    0.06444444444  0.9718518519   7.983333333    2.898148148    2.898148148    2.833333333    0.025          0.01833333333  0.7427777778   2.842592593    0.3036381026   
351      I1         1.338888889    2.668518519    3.203703704    0.02814814815  0.06444444444  3.216666667    2.990740741    2.25           2.944444444    0.04722222222  0.055          0.02122222222  3.212962963    0.2631050136   
352      I1         1.401851852    2.668518519    2.611111111    0.02814814815  0.02814814815  3.216666667    3.083333333    2.157407407    2.611111111    0.1027777778   0.01833333333  0.02122222222  2.194444444    0.2660634632   
353      I1         1.338888889    2.668518519    2.611111111    0.02814814815  0.02814814815  9.083333333    2.990740741    2.064814815    2.944444444    0.1027777778   0.055          0.02122222222  2.287037037    0.2868775824   
354      I1         1.024074074    2.668518519    4.314814815    0.02814814815  0.3185185185   5.05           3.268518519    2.25           2.944444444    0.1472222222   0.01833333333  0.3183333333   2.287037037    0.247910198    
355      I1         1.212962963    2.668518519    3.12962963     0.02814814815  0.06444444444  3.216666667    3.268518519    1.972222222    2.944444444    0.125          0.01833333333  0.02122222222  1.731481481    0.3203086219   
356      I1         1.024074074    2.668518519    4.388888889    0.02814814815  0.3185185185   2.85           2.898148148    2.435185185    2.944444444    0.1416666667   0.01833333333  0.3607777778   2.287037037    0.2501192355   
357      I1         0.9611111111   2.668518519    4.462962963    0.02814814815  0.3185185185   3.216666667    3.083333333    2.527777778    2.944444444    0.1472222222   0.01833333333  0.1061111111   2.287037037    0.2883225133   
358      I1         0.9611111111   2.668518519    3.12962963     0.02814814815  0.6814814815   6.883333333    2.990740741    2.527777778    2.944444444    0.1361111111   0.01833333333  1.082333333    2.287037037    0.2216519387   
359      I1         1.087037037    1.535185185    3.87037037     0.02814814815  0.6814814815   7.25           2.898148148    2.25           2.944444444    0.1361111111   0.01833333333  1.082333333    2.287037037    0.3069977604   
360      I1         1.087037037    1.535185185    3.12962963     0.02814814815  0.9718518519   5.05           3.083333333    2.712962963    2.944444444    0.1416666667   0.01833333333  0.02122222222  3.953703704    0.3658755786   
361      I1         0.3944444444   2.668518519    4.166666667    0.02814814815  0.2822222222   3.216666667    2.712962963    2.898148148    2.944444444    0.1027777778   0.09166666667  1.124777778    2.287037037    0.4471103694   
362      I1         1.087037037    2.668518519    3.574074074    0.02814814815  0.5            6.15           2.990740741    2.342592593    2.277777778    0.1416666667   0.01833333333  0.6154444444   2.287037037    0.2488562852   
363      I1         0.9611111111   2.668518519    3.12962963     0.02814814815  0.6451851852   6.516666667    2.990740741    2.527777778    2.833333333    0.09722222222  0.01833333333  1.124777778    3.953703704    0.2200804045   
364      I1         0.9611111111   2.668518519    3.12962963     0.02814814815  0.8992592593   6.516666667    3.083333333    2.527777778    2.944444444    0.1194444444   0.01833333333  1.124777778    3.953703704    0.299589369    
365      I1         0.8981481481   1.535185185    3.796296296    0.02814814815  0.5362962963   6.15           2.990740741    2.62037037     2.944444444    0.125          0.1283333333   0.7427777778   3.861111111    0.2874754992   
366      I1         0.9611111111   2.668518519    3.12962963     0.02814814815  0.5            3.216666667    2.898148148    2.527777778    2.944444444    0.1194444444   0.01833333333  1.124777778    2.287037037    0.2004707111   
367      I1         0.9611111111   2.668518519    2.685185185    0.02814814815  0.6451851852   8.35           2.712962963    3.268518519    2.944444444    0.04722222222  0.01833333333  1.124777778    3.305555556    0.3548337008   
368      I1         1.087037037    2.668518519    3.12962963     0.02814814815  0.1007407407   2.85           2.898148148    1.787037037    2.944444444    0.04166666667  0.01833333333  1.082333333    1.546296296    0.46651869     
369      I1         0.8981481481   2.668518519    3.12962963     0.02814814815  0.5            0.65           3.268518519    2.527777778    2.944444444    0.1472222222   0.01833333333  1.124777778    1.731481481    0.2583081715   
370      I1         1.968518519    1.031481481    2.611111111    0.02814814815  0.02814814815  2.85           3.453703704    1.787037037    2.944444444    0.04166666667  0.01833333333  0.7852222222   3.953703704    0.6923320386   
371      I1         1.968518519    1.031481481    2.611111111    0.02814814815  0.9718518519   0.65           3.175925926    3.361111111    2.944444444    0.01388888889  0.01833333333  1.124777778    2.287037037    0.7058780794   
372      I1         1.338888889    1.031481481    2.537037037    0.02814814815  0.9718518519   3.216666667    2.712962963    2.805555556    2.944444444    0.008333333333 0.01833333333  1.124777778    2.287037037    0.3924900423   
373      I1         1.087037037    2.668518519    2.685185185    0.02814814815  0.5            3.216666667    2.898148148    2.435185185    2.944444444    0.1416666667   0.01833333333  1.124777778    1.638888889    0.2147228529   
374      I1         1.087037037    2.668518519    3.12962963     0.02814814815  0.5            3.216666667    2.990740741    2.527777778    2.944444444    0.09722222222  0.01833333333  1.124777778    1.638888889    0.2252337169   
375      I1         1.968518519    2.668518519    2.611111111    0.02814814815  0.9718518519   3.216666667    3.361111111    1.87962963     2.944444444    0.1416666667   0.01833333333  0.7852222222   3.953703704    0.5428999939   
376      I1         0.8981481481   2.668518519    3.12962963     0.02814814815  0.5362962963   2.85           3.268518519    2.805555556    2.944444444    0.04722222222  0.055          1.124777778    3.953703704    0.2791232257   
377      I1         1.716666667    1.031481481    2.611111111    0.02814814815  0.9718518519   2.85           3.268518519    1.87962963     2.944444444    0.1027777778   0.01833333333  0.7852222222   3.953703704    0.4934566537   
378      I1         1.716666667    1.094444444    2.537037037    0.02814814815  0.02814814815  0.2833333333   2.805555556    2.157407407    2.944444444    0.1472222222   0.01833333333  0.7852222222   3.953703704    0.4471855178   
379      I1         1.77962963     1.535185185    2.537037037    0.02814814815  0.5            3.216666667    3.083333333    2.25           2.944444444    0.1472222222   0.01833333333  1.124777778    1.546296296    0.6121685224   
380      I1         0.3314814815   1.031481481    3.055555556    0.02814814815  0.2096296296   0.65           2.712962963    1.787037037    2.944444444    0.1472222222   0.01833333333  1.124777778    2.194444444    0.6232957023   
381      I1         1.15           1.031481481    2.537037037    0.02814814815  0.3185185185   0.65           3.453703704    1.046296296    2.944444444    0.1472222222   0.01833333333  1.124777778    1.638888889    0.6001819125   
382      I1         0.8981481481   1.031481481    2.611111111    0.02814814815  0.7903703704   0.65           2.898148148    2.527777778    2.944444444    0.1472222222   0.01833333333  1.124777778    2.287037037    0.3882621832   
383      I1         0.9611111111   2.668518519    3.12962963     0.02814814815  0.3185185185   2.85           2.990740741    2.435185185    2.944444444    0.1472222222   0.01833333333  1.082333333    2.287037037    0.2028552256   
384      I1         1.212962963    2.668518519    2.537037037    0.2822222222   0.3185185185   9.45           2.990740741    3.083333333    2.944444444    0.002777777778 0.01833333333  1.124777778    1.546296296    0.3469722858   
385      I1         1.087037037    2.668518519    2.611111111    0.137037037    0.3185185185   3.216666667    2.990740741    2.25           2.944444444    0.1472222222   0.01833333333  1.124777778    1.638888889    0.2921257979   
386      I1         0.8981481481   2.668518519    4.462962963    0.02814814815  0.6088888889   9.083333333    3.083333333    2.712962963    2.944444444    0.04722222222  0.055          1.124777778    3.953703704    0.2552612813   
387      I1         1.15           2.668518519    3.87037037     0.1733333333   0.9718518519   9.083333333    2.805555556    3.453703704    2.944444444    0.002777777778 0.01833333333  0.02122222222  3.953703704    0.3040770441   
388      I1         1.905555556    2.668518519    3.87037037     0.02814814815  0.02814814815  0.65           3.083333333    3.453703704    2.944444444    0.04722222222  0.01833333333  0.02122222222  3.953703704    0.6012345157   
389      I1         1.15           2.668518519    4.462962963    0.02814814815  0.02814814815  0.2833333333   3.453703704    3.453703704    2.944444444    0.008333333333 0.275          0.02122222222  3.953703704    0.4199965381   
390      I1         1.968518519    2.668518519    4.388888889    0.02814814815  0.9718518519   0.65           3.453703704    3.361111111    2.944444444    0.04722222222  0.01833333333  0.02122222222  3.953703704    0.6961861888   
391      I1         0.9611111111   2.668518519    3.87037037     0.02814814815  0.9718518519   1.016666667    3.083333333    3.453703704    2.944444444    0.04722222222  0.165          0.02122222222  3.953703704    0.3622192567   
392      I1         1.087037037    2.668518519    3.12962963     0.02814814815  0.6451851852   9.083333333    2.990740741    2.712962963    2.944444444    0.008333333333 0.165          1.124777778    3.861111111    0.3010794473   
393      I1         1.401851852    2.668518519    2.537037037    0.02814814815  0.3548148148   6.15           2.990740741    3.361111111    2.944444444    0.002777777778 0.165          0.4032222222   3.953703704    0.3575208801   
394      I1         1.15           2.668518519    2.611111111    0.02814814815  0.9718518519   9.083333333    2.805555556    3.453703704    2.944444444    0.002777777778 0.01833333333  0.02122222222  1.546296296    0.327689185    
395      I1         1.212962963    2.668518519    3.055555556    0.2096296296   0.9718518519   9.45           2.990740741    3.453703704    2.944444444    0.002777777778 0.1283333333   0.06366666667  1.546296296    0.3667699351   
396      I1         1.15           2.668518519    2.537037037    0.02814814815  0.5            6.15           2.990740741    2.712962963    2.944444444    0.04722222222  0.1283333333   0.7852222222   1.546296296    0.29394615     
397      I1         1.15           2.668518519    3.12962963     0.02814814815  0.6088888889   3.216666667    2.805555556    2.712962963    2.944444444    0.01388888889  0.01833333333  1.124777778    3.953703704    0.2297048448   
398      I1         1.527777778    1.031481481    2.833333333    0.02814814815  0.9718518519   0.2833333333   3.175925926    1.046296296    2.944444444    0.04722222222  0.165          0.02122222222  3.953703704    0.5118626314   
399      I1         1.212962963    1.094444444    2.537037037    0.2822222222   0.9718518519   3.216666667    2.805555556    3.453703704    2.944444444    0.002777777778 0.01833333333  1.124777778    3.953703704    0.4148607094   
400      I1         1.338888889    2.668518519    2.685185185    0.1733333333   0.6451851852   3.216666667    2.898148148    2.898148148    2.833333333    0.002777777778 0.01833333333  1.124777778    3.953703704    0.2656880581   
%eval_id interface log__t_efold_shallow log__t_efold_soil log__t_efold_karst f_exfiltration_shallow f_exfiltration_soil PDD_melt_factor log__H0_pdm_shallow log__H0_pdm_soil log__fdd_threshold snow_insulation_k f_tile_soil    log__tau_tile  recession_b    neg_kge        
401      I1         0.9611111111   2.668518519    3.12962963     0.02814814815  0.5            3.216666667    2.898148148    2.527777778    2.944444444    0.1194444444   0.01833333333  1.124777778    2.287037037    0.2004707111   
402      I1         1.131111111    2.668518519    3.12962963     0.02814814815  0.5            3.216666667    2.898148148    2.527777778    2.944444444    0.1194444444   0.01833333333  1.124777778    2.287037037    0.2212200538   
403      I1         0.9611111111   2.668518519    3.32962963     0.02814814815  0.5            3.216666667    2.898148148    2.527777778    2.944444444    0.1194444444   0.01833333333  1.124777778    2.287037037    0.2006574266   
404      I1         0.9611111111   2.668518519    3.12962963     0.1261481481   0.5            3.216666667    2.898148148    2.527777778    2.944444444    0.1194444444   0.01833333333  1.124777778    2.287037037    0.2432878688   
405      I1         0.9611111111   2.668518519    3.12962963     0.02814814815  0.598          3.216666667    2.898148148    2.527777778    2.944444444    0.1194444444   0.01833333333  1.124777778    2.287037037    0.2065950375   
406      I1         0.9611111111   2.668518519    3.12962963     0.02814814815  0.5            4.206666667    2.898148148    2.527777778    2.944444444    0.1194444444   0.01833333333  1.124777778    2.287037037    0.2002213727   
407      I1         0.9611111111   2.668518519    3.12962963     0.02814814815  0.5            3.216666667    3.148148148    2.527777778    2.944444444    0.1194444444   0.01833333333  1.124777778    2.287037037    0.2108994375   
408      I1         0.9611111111   2.668518519    3.12962963     0.02814814815  0.5            3.216666667    2.898148148    2.777777778    2.944444444    0.1194444444   0.01833333333  1.124777778    2.287037037    0.2885513947   
409      I1         0.9611111111   2.668518519    3.12962963     0.02814814815  0.5            3.216666667    2.898148148    2.527777778    2.944444444    0.1344444444   0.01833333333  1.124777778    2.287037037    0.2004707111   
410      I1         0.9611111111   2.668518519    3.12962963     0.02814814815  0.5            3.216666667    2.898148148    2.527777778    2.944444444    0.1194444444   0.1173333333   1.124777778    2.287037037    0.2409040134   
411      I1         0.9611111111   2.668518519    3.12962963     0.02814814815  0.5            3.216666667    2.898148148    2.527777778    2.944444444    0.1194444444   0.01833333333  1.124777778    2.537037037    0.2003812454   
412      I1         0.7911111111   2.668518519    3.12962963     0.02814814815  0.5            3.216666667    2.898148148    2.527777778    2.944444444    0.1194444444   0.01833333333  1.124777778    2.287037037    0.1950982314   
413      I1         0.9611111111   2.498518519    3.12962963     0.02814814815  0.5            3.216666667    2.898148148    2.527777778    2.944444444    0.1194444444   0.01833333333  1.124777778    2.287037037    0.2050756719   
414      I1         0.9611111111   2.668518519    2.92962963     0.02814814815  0.5            3.216666667    2.898148148    2.527777778    2.944444444    0.1194444444   0.01833333333  1.124777778    2.287037037    0.200710452    
415      I1         0.9611111111   2.668518519    3.12962963     0.02814814815  0.402          3.216666667    2.898148148    2.527777778    2.944444444    0.1194444444   0.01833333333  1.124777778    2.287037037    0.2001559079   
416      I1         0.9611111111   2.668518519    3.12962963     0.02814814815  0.5            2.226666667    2.898148148    2.527777778    2.944444444    0.1194444444   0.01833333333  1.124777778    2.287037037    0.2064991818   
417      I1         0.9611111111   2.668518519    3.12962963     0.02814814815  0.5            3.216666667    2.648148148    2.527777778    2.944444444    0.1194444444   0.01833333333  1.124777778    2.287037037    0.1939950537   
418      I1         0.9611111111   2.668518519    3.12962963     0.02814814815  0.5            3.216666667    2.898148148    2.277777778    2.944444444    0.1194444444   0.01833333333  1.124777778    2.287037037    0.2787011156   
419      I1         0.9611111111   2.668518519    3.12962963     0.02814814815  0.5            3.216666667    2.898148148    2.527777778    2.644444444    0.1194444444   0.01833333333  1.124777778    2.287037037    0.2004707111   
420      I1         0.9611111111   2.668518519    3.12962963     0.02814814815  0.5            3.216666667    2.898148148    2.527777778    2.944444444    0.1044444444   0.01833333333  1.124777778    2.287037037    0.2004707111   
421      I1         0.9611111111   2.668518519    3.12962963     0.02814814815  0.5            3.216666667    2.898148148    2.527777778    2.944444444    0.1194444444   0.01833333333  1.010177778    2.287037037    0.2006630163   
422      I1         0.9611111111   2.668518519    3.12962963     0.02814814815  0.5            3.216666667    2.898148148    2.527777778    2.944444444    0.1194444444   0.01833333333  1.124777778    2.037037037    0.2007367693   
423      I1         1.046111111    2.668518519    3.12962963     0.02814814815  0.5            3.216666667    2.898148148    2.527777778    2.944444444    0.1194444444   0.01833333333  1.124777778    2.287037037    0.2095396776   
424      I1         0.9611111111   2.668518519    3.22962963     0.02814814815  0.5            3.216666667    2.898148148    2.527777778    2.944444444    0.1194444444   0.01833333333  1.124777778    2.287037037    0.2004820313   
425      I1         0.9611111111   2.668518519    3.12962963     0.07714814815  0.5            3.216666667    2.898148148    2.527777778    2.944444444    0.1194444444   0.01833333333  1.124777778    2.287037037    0.2153996672   
426      I1         0.9611111111   2.668518519    3.12962963     0.02814814815  0.549          3.216666667    2.898148148    2.527777778    2.944444444    0.1194444444   0.01833333333  1.124777778    2.287037037    0.2027455476   
427      I1         0.9611111111   2.668518519    3.12962963     0.02814814815  0.5            3.711666667    2.898148148    2.527777778    2.944444444    0.1194444444   0.01833333333  1.124777778    2.287037037    0.2001733791   
428      I1         0.9611111111   2.668518519    3.12962963     0.02814814815  0.5            3.216666667    3.023148148    2.527777778    2.944444444    0.1194444444   0.01833333333  1.124777778    2.287037037    0.2058776318   
429      I1         0.9611111111   2.668518519    3.12962963     0.02814814815  0.5            3.216666667    2.898148148    2.652777778    2.944444444    0.1194444444   0.01833333333  1.124777778    2.287037037    0.227704698    
430      I1         0.9611111111   2.668518519    3.12962963     0.02814814815  0.5            3.216666667    2.898148148    2.527777778    2.944444444    0.1269444444   0.01833333333  1.124777778    2.287037037    0.2004707111   
431      I1         0.9611111111   2.668518519    3.12962963     0.02814814815  0.5            3.216666667    2.898148148    2.527777778    2.944444444    0.1194444444   0.06783333333  1.124777778    2.287037037    0.2173229814   
432      I1         0.9611111111   2.668518519    3.12962963     0.02814814815  0.5            3.216666667    2.898148148    2.527777778    2.944444444    0.1194444444   0.01833333333  1.124777778    2.412037037    0.2004090034   
433      I1         0.8761111111   2.668518519    3.12962963     0.02814814815  0.5            3.216666667    2.898148148    2.527777778    2.944444444    0.1194444444   0.01833333333  1.124777778    2.287037037    0.1950366487   
434      I1         0.9611111111   2.583518519    3.12962963     0.02814814815  0.5            3.216666667    2.898148148    2.527777778    2.944444444    0.1194444444   0.01833333333  1.124777778    2.287037037    0.2002976537   
435      I1         0.9611111111   2.668518519    3.02962963     0.02814814815  0.5            3.216666667    2.898148148    2.527777778    2.944444444    0.1194444444   0.01833333333  1.124777778    2.287037037    0.2005588381   
